Block	Individual	Age	Competition Treatment	Month	# Rosettes	Total Leaf #	Length (cm)	Width (cm)	Area (cm^2)	Mortality	Fv/Fm	SPAD	SLA (cm^2/g)	RWC (g/g * 100)		Month	Number
2a	106	old	NoComp	6	10	72	11.4	1	11.4	alive	.	35.35	196.0909091	.			
2a	107	young	NoComp	6	4	55	20	0.9	18	alive	.	39.45	181.3076923	.			
2a	108	old	NoComp	6	6	38	6.2	0.8	4.96	alive	.	39.5	137.4752475	.			
2a	109	young	Comp	6	3	39	25	1.6	40	alive	.	37.25	165.0833333	.			
2b	110	old	Comp	6	4	11	12.7	0.6	7.62	alive	.	36.85	232.8333333	.			
2a	111	young	Comp	6	4	15	5.9	0.7	4.13	alive	.	30.2	272.8571429	.			
2a	112	old	Comp	6	6	34	10.1	0.8	8.08	alive	.	32.25	258.6046512	.			
2a	113	young	Comp	6	8	38	16.6	1.5	24.9	alive	.	36.2	205.5194805	.			
2a	114	old	Comp	6	12	44	17.1	1.2	20.52	alive	.	39.1	238.6619718	.			
2b	115	young	Comp	6	8	37	17	1	17	alive	.	39.4	252.5974026	.			
2a	116	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
2b	117	young	Comp	6	12	50	10.6	1.7	18.02	alive	.	31.85	323.7226277	.			
2a	118	old	Comp	6	5	15	11.9	1.1	13.09	alive	.	27.7	297.3684211	.			
2a	119	young	Comp	6	3	11	13.3	1	13.3	alive	.	33.8	232.72	.			
2b	120	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
2a	121	young	Comp	6	8	44	11.3	1.1	12.43	alive	.	41.75	194.8181818	.			
2b	122	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
2a	123	young	Comp	6	2	9	9.5	1	9.5	alive	.	33.85	230.2666667	.			
2a	124	old	Comp	6	7	26	6.7	1.5	10.05	alive	.	24.35	317.3170732	.			
2b	125	young	Comp	6	4	14	14	1.3	18.2	alive	.	36.85	234.7928994	.			
2b	126	old	Comp	6	1	2	5.5	0.8	4.4	alive	.	44.45	137.7862595	.			
2a	127	young	Comp	6	.	.	.	.	.	dead	.	.	.	.			
2a	128	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
2b	129	young	Comp	6	9	49	18.6	1.7	31.62	alive	.	38.75	162.2377622	.			
2a	130	old	Comp	6	13	80	21.6	1	21.6	alive	.	35.05	166.3013699	.			
2b	131	young	Comp	6	1	6	3	1.3	3.9	alive	.	29.45	211.7021277	.			
2b	132	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
2a	133	young	Comp	6	4	14	14.3	1.8	25.74	alive	.	21.6	359.3	.			
2a	134	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
2b	135	young	Comp	6	4	25	24	1.6	38.4	alive	.	34.3	167.6348548	.			
2a	136	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
2a	137	young	Comp	6	.	.	.	.	.	dead	.	.	.	.			
2a	138	old	Comp	6	0	0	.	.	.	dead	.	.	.	.			
2a	139	young	Comp	6	9	62	23.7	1.8	42.66	alive	.	36.25	205.64	.			
2a	140	old	Comp	6	9	40	12.6	1.4	17.64	alive	.	36.05	190	.			
2a	141	young	Comp	6	4	12	8.2	0.5	4.1	alive	.	21.75	249.6363636	.			
2a	142	old	Comp	6	12	66	15	0.8	12	alive	.	35.35	212.0245399	.			
2a	143	young	Comp	6	7	72	18.6	1.6	29.76	alive	.	43.35	215.8095238	.			
2b	144	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
3a	145	young	NoComp	6	15	135	15.6	1.9	29.64	alive	.	39.8	180.6698565	.			
3b	146	old	NoComp	6	13	134	20.9	1.6	33.44	alive	.	31.95	164.6994536	.			
3a	147	young	NoComp	6	14	128	11	1	11	alive	.	43.4	271.5	.			
3a	148	old	NoComp	6	9	68	10.3	1	10.3	alive	.	33.3	160.7006369	.			
3a	149	young	NoComp	6	4	86	14.5	2.3	33.35	alive	.	38.75	199.1025641	.			
3b	150	old	NoComp	6	10	83	12.7	1.6	20.32	alive	.	33.85	225.9493671	.			
3b	151	young	NoComp	6	13	146	13.6	1.3	17.68	alive	.	34.65	241.0447761	.			
3a	152	old	NoComp	6	16	141	18.4	1.5	27.6	alive	.	45.8	115.6206897	.			
3a	153	young	NoComp	6	19	138	23.5	1.5	35.25	alive	.	35.35	133.1487889	.			
3a	154	old	NoComp	6	9	108	10.9	1.3	14.17	alive	.	45.15	166.4968153	.			
3a	155	young	NoComp	6	9	60	25.3	2.6	65.78	alive	.	40.7	161.7888563	.			
3b	157	young	NoComp	6	13	128	23.6	1.4	33.04	alive	.	48.85	197.125	.			
3b	158	old	NoComp	6	17	120	14.2	1.8	25.56	alive	.	46.05	141.8604651	.			
3b	159	young	NoComp	6	11	149	23.1	2.2	50.82	alive	.	47.5	141.1553785	.			
3a	161	young	NoComp	6	9	150	13.1	1.1	14.41	alive	.	46.3	194	.			
3b	162	old	NoComp	6	26	260	27.5	2.4	66	alive	.	48.35	177.752809	.			
3a	163	young	NoComp	6	9	120	15.6	1.3	20.28	alive	.	40.85	166.0958904	.			
3a	165	young	NoComp	6	9	192	18.4	2.7	49.68	alive	.	51.1	138.862069	.			
3b	167	young	NoComp	6	11	128	18.4	2.1	38.64	alive	.	44.5	163.4502924	.			
3a	168	old	NoComp	6	12	108	12.1	1.6	19.36	alive	.	33	215.12	.			
3b	169	young	NoComp	6	6	95	17.1	1.2	20.52	alive	.	46.3	103.1847134	.			
3a	171	young	NoComp	6	4	66	15.5	2	31	alive	.	45	207.2693727	.			
3b	172	old	NoComp	6	12	118	16.4	1.3	21.32	alive	.	45.85	192.9508197	.			
3b	176	old	NoComp	6	9	65	15	1.3	19.5	alive	.	56.75	206.0330579	.			
3a	177	young	NoComp	6	13	102	22.3	2	44.6	alive	.	45.75	167.5102041	.			
3b	178	old	NoComp	6	13	170	16.6	1.5	24.9	alive	.	29	153.7730061	.			
3a	179	young	NoComp	6	18	166	27.1	1.9	51.49	alive	.	37.6	150.7589286	.			
3a	181	young	Comp	6	6	29	25.2	2.1	52.92	alive	.	31.45	165.4697987	.			
3b	182	old	Comp	6	4	26	15.4	1.4	21.56	alive	.	26.25	218.9655172	.			
3b	183	young	Comp	6	2	12	14.2	1.8	25.56	alive	.	47.9	149.4893617	.			
3b	184	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
3b	185	young	Comp	6	5	30	15.6	1.8	28.08	alive	.	34.1	251.2295082	.			
3a	186	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
3b	187	young	Comp	6	1	5	6.5	0.8	5.2	alive	.	35.1	191.4529915	.			
3a	188	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
3b	191	young	Comp	6	2	9	11.6	1.5	17.4	alive	.	44.8	190.2259887	.			
3b	192	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
3b	193	young	Comp	6	1	8	15.1	1.3	19.63	alive	.	31.8	235.047619	.			
3a	194	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
3a	195	young	Comp	6	4	19	15.5	1.9	29.45	alive	.	49.4	224.6902655	.			
3a	197	young	Comp	6	.	.	.	.	.	dead	.	.	.	.			
3a	198	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
3a	199	young	Comp	6	5	24	16.8	1.5	25.2	alive	.	37.85	225.5897436	.			
3b	200	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
3a	201	young	Comp	6	5	15	8.6	1.2	10.32	alive	.	40.4	228.8764045	.			
3b	202	old	Comp	6	.	.	.	.	.	dead	.	.	.	.			
3a	203	young	Comp	6	7	32	22.9	2.4	54.96	alive	.	36.45	183.9215686	.			
3a	204	old	Comp	6	7	28	9.7	0.7	6.79	alive	.	39.7	200.2941176	.			
3a	205	young	Comp	6	4	25	12.1	1	12.1	alive	.	41.15	203.7016575	.			
3b	206	old	Comp	6	2	3	2.1	0.3	0.63	alive	.	.	.	.			
3a	207	young	Comp	6	9	55	20.9	1.5	31.35	alive	.	33.95	265.76	.			
3a	209	young	Comp	6	5	28	13.5	1.2	16.2	alive	.	30.7	162.764977	.			
3a	211	young	Comp	6	10	54	10.3	0.7	7.21	alive	.	33.4	251.8072289	.			
3a	212	old	Comp	6	6	20	12.5	0.8	10	alive	.	46.6	205.8974359	.			
3b	213	young	Comp	6	3	15	14.2	1.1	15.62	alive	.	33.45	241.1267606	.			
3a	214	old	Comp	6	7	60	18.2	1.2	21.84	alive	.	35.2	225.6097561	.			
3a	215	young	Comp	6	6	22	16.3	1.6	26.08	alive	.	43.45	123.0054645	.			
3a	216	old	Comp	6	8	82	32.5	1.2	39	alive	.	36.65	261.6806723	.			
2a	217	young	NoComp	6	10	158	23.5	2.3	54.05	alive	.	34.5	178.0334728	.			
3a	218	old	NoComp	6	9	30	4.6	0.5	2.3	alive	.	50.15	173.4567901	.			
3a	220	old	NoComp	6	14	75	13.4	1.7	22.78	alive	.	48.4	146.7896679	.			
1a	1	young	NoComp	7	15	124	15.5	1.4	21.7	alive	0.751	35.85	113.4375	.			
1a	4	old	NoComp	7	7	58	6.9	1.8	12.42	alive	0.755	45.85	133.9492754	.			
1b	5	young	NoComp	7	15	132	20.3	1.9	38.57	alive	0.795	32.25	115.8423913	.			
1a	7	young	NoComp	7	10	114	9.6	1.5	14.4	alive	0.802	47.3	141.2543554	.			
1a	9	young	NoComp	7	.	.	.	.	.	dead	.	.	.	.			
1b	11	young	NoComp	7	4	43	16.2	2.5	40.5	alive	0.796	50.25	179.202454	.			
1a	13	young	NoComp	7	19	150	20	2	40	alive	0.824	54.65	107.1801567	.			
1b	14	old	NoComp	7	.	.	.	.	.	dead	.	.	.	.			
1a	16	old	NoComp	7	13	83	9.8	1.1	10.78	alive	0.762	58.8	139.6774194	.			
1b	17	young	NoComp	7	11	136	14.9	1.7	25.33	alive	0.777	29.7	168.1081081	.			
1b	18	old	NoComp	7	8	70	16.1	1.6	25.76	alive	0.8	40.55	179.2016807	.			
1b	19	young	NoComp	7	10	135	16.5	2.2	36.3	alive	0.824	32.6	163.4482759	.			
1a	20	old	NoComp	7	10	61	8	0.9	7.2	alive	0.727	37.2	152.7272727	.			
1a	21	young	NoComp	7	14	249	17.6	1.8	31.68	alive	0.805	42.4	141.2802768	.			
1a	22	old	NoComp	7	10	63	11.6	1.2	13.92	alive	0.679	38.2	131.8543046	.			
1a	23	young	NoComp	7	19	154	17.2	1.5	25.8	alive	0.818	39	135.2430556	.			
1a	27	young	NoComp	7	12	96	14.2	1.5	21.3	alive	0.786	48.85	124.3867925	.			
1a	28	old	NoComp	7	11	61	7.3	1.7	12.41	alive	0.815	43.65	128.4415584	.			
1a	29	young	NoComp	7	13	116	10.5	0.9	9.45	alive	0.717	45.1	135.6089744	.			
1b	30	old	NoComp	7	17	96	7.4	1.2	8.88	alive	0.728	39.15	147.2653061	.			
1a	32	old	NoComp	7	6	66	10.2	1.4	14.28	alive	0.527	17.75	142.920354	.			
1b	33	young	NoComp	7	26	152	15.3	1.7	26.01	alive	0.79	27.65	133.1325301	.			
1b	34	old	NoComp	7	13	168	16.6	1.5	24.9	alive	0.737	31.5	175.9701493	.			
1b	35	young	NoComp	7	20	93	16.8	1	16.8	alive	0.795	37.1	115.170068	.			
1a	36	old	NoComp	7	16	110	10.3	1.3	13.39	alive	0.761	43.1	151.1445783	.			
1b	38	old	Comp	7	2	5	3.3	0.3	0.99	alive	0.696	.	.	.			
1a	45	young	Comp	7	5	13	22.2	1	22.2	alive	0.795	33.5	182.8372093	.			
1b	46	old	Comp	7	7	19	7.1	1	7.1	alive	0.766	12.05	175.6	.			
1b	48	old	Comp	7	9	37	10.3	1.3	13.39	alive	0.791	39.45	143.4343434	.			
1b	50	old	Comp	7	11	48	10.8	1.5	16.2	alive	0.795	36.5	164.9333333	.			
1a	53	young	Comp	7	9	84	12	1.3	15.6	alive	0.781	37.4	142.3529412	.			
1a	55	young	Comp	7	6	40	19.8	1.7	33.66	alive	0.783	47.35	143.215859	.			
1a	57	young	Comp	7	7	18	6.4	1.3	8.32	alive	0.593	27.65	222.5396825	.			
1b	58	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
1a	59	young	Comp	7	3	28	20.4	1.5	30.6	alive	0.777	35.65	183.1284916	.			
1a	61	young	Comp	7	5	23	10.9	1.3	14.17	alive	0.757	35.45	179.1596639	.			
1a	63	young	Comp	7	.	.	.	.	.	dead	.	.	.	.			
1a	65	young	Comp	7	11	60	13	1.6	20.8	alive	0.805	33.7	171.4925373	.			
1a	66	old	Comp	7	20	53	8.6	1.6	13.76	alive	0.759	45.75	150.2057613	.			
1b	67	young	Comp	7	12	54	16	1.7	27.2	alive	0.824	31.85	182.48	.			
1b	69	young	Comp	7	5	16	7.8	1.6	12.48	alive	0.817	37.95	177.7477477	.			
1a	71	young	Comp	7	7	44	16.6	1.3	21.58	alive	0.797	25.8	150.6103286	.			
1a	72	old	Comp	7	9	51	14.8	1.2	17.76	alive	0.782	34.6	134.4621514	.			
2b	73	young	NoComp	7	.	.	.	.	.	dead	.	.	.	.			
2a	74	old	NoComp	7	30	204	23.1	1.3	30.03	alive	0.569	40.4	131.6157205	.			
2b	75	young	NoComp	7	29	208	17.2	1.5	25.8	alive	0.796	31.7	136.4980545	.			
2a	76	old	NoComp	7	11	93	7.9	1.2	9.48	alive	0.616	29.05	206.6829268	.			
2b	77	young	NoComp	7	9	38	11.2	2.5	28	alive	0.784	44.85	109.2647059	.			
2a	79	young	NoComp	7	8	77	10.5	2	21	alive	0.793	43.25	156.374502	.			
2a	80	old	NoComp	7	8	42	6.3	1.2	7.56	alive	0.31	27.75	151.3636364	.			
2b	81	young	NoComp	7	24	322	28	2.2	61.6	alive	0.816	40.7	124.6850394	.			
2b	82	old	NoComp	7	5	17	4.6	0.7	3.22	alive	0.822	36.35	139.3333333	.			
2a	83	young	NoComp	7	12	138	16.9	1.9	32.11	alive	0.736	46.25	129.9652778	.			
2a	84	old	NoComp	7	15	76	7.5	1.4	10.5	alive	0.739	32.65	156.8067227	.			
2a	85	young	NoComp	7	12	98	11.9	1.5	17.85	alive	0.782	47.1	129.4366197	.			
2b	86	old	NoComp	7	11	116	13.8	2.3	31.74	alive	0.828	34.9	225.2651515	.			
2a	87	young	NoComp	7	11	65	5	1.3	6.5	alive	0.572	45.3	130.3745318	.			
2b	88	old	NoComp	7	12	132	13.6	1.7	23.12	alive	0.818	38.4	160.4693141	.			
2a	89	young	NoComp	7	23	200	19.8	1.9	37.62	alive	0.811	30.75	103.2997988	.			
2a	90	old	NoComp	7	7	35	7.2	1	7.2	alive	0.609	55.95	102.0338983	.			
2b	91	young	NoComp	7	10	131	16.1	1.4	22.54	alive	0.826	31.75	134.2760943	.			
2a	92	old	NoComp	7	11	63	4.8	0.8	3.84	alive	0.419	40.25	136.8	.			
2a	93	young	NoComp	7	8	105	16.2	2	32.4	alive	0.728	37.85	125.3205128	.			
2b	94	old	NoComp	7	6	30	8.4	1.3	10.92	alive	0.762	41.7	158.8744589	.			
2a	95	young	NoComp	7	10	168	18.2	3.2	58.24	alive	0.765	32.05	130.2083333	.			
2a	96	old	NoComp	7	.	.	.	.	.	dead	.	.	.	.			
2a	97	young	NoComp	7	6	72	10.1	2.1	21.21	alive	0.663	45.8	130.2956989	.			
2a	98	old	NoComp	7	3	25	6.6	1.2	7.92	alive	0.482	42.45	125.2822581	.			
2b	99	young	NoComp	7	13	163	19.4	1.8	34.92	alive	0.816	42.1	148.1481481	.			
2a	100	old	NoComp	7	15	122	13.7	0.7	9.59	alive	0.492	42.1	136.3909774	.			
2a	101	young	NoComp	7	13	79	12.5	1.2	15	alive	0.731	43.7	123.3783784	.			
2b	102	old	NoComp	7	.	.	.	.	.	dead	.	.	.	.			
2a	103	young	NoComp	7	.	.	.	.	.	dead	.	.	.	.			
2b	104	old	NoComp	7	10	65	9.7	1.2	11.64	alive	0.792	36.9	148.2949309	.			
2a	105	young	NoComp	7	7	139	17.1	2.7	46.17	alive	0.719	31.95	139.1232877	.			
2a	106	old	NoComp	7	11	51	6.7	1.2	8.04	alive	0.359	42.35	147.1204188	.			
2a	107	young	NoComp	7	8	46	9.6	0.8	7.68	alive	0.542	39.95	132.1028037	.			
2a	108	old	NoComp	7	6	12	3.8	0.6	2.28	alive	0.601	25.7	153.6625514	.			
2a	109	young	Comp	7	2	20	16.5	1.1	18.15	alive	0.718	37.45	158.2208589	.			
2b	110	old	Comp	7	3	5	2	0.6	1.2	alive	0.762	24.1	233.255814	.			
2a	111	young	Comp	7	4	7	1.8	0.5	0.9	alive	0.779	.	.	.			
2a	112	old	Comp	7	5	18	7.3	0.6	4.38	alive	0.576	38.7	201.8292683	.			
2a	113	young	Comp	7	9	39	6.4	1.6	10.24	alive	0.71	38.7	173.7864078	.			
2a	114	old	Comp	7	12	44	10.3	1.2	12.36	alive	0.674	35.65	213.0508475	.			
2b	115	young	Comp	7	6	26	11.8	1.6	18.88	alive	0.825	40.4	203.0808081	.			
2a	116	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
2b	117	young	Comp	7	6	43	10.2	1.7	17.34	alive	0.814	26.5	210.0442478	.			
2a	118	old	Comp	7	3	6	2.5	0.8	2	alive	0.692	22	152.8301887	.			
2a	119	young	Comp	7	4	8	2.7	0.7	1.89	alive	.	33.3	234.0740741	.			
2b	120	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
2a	121	young	Comp	7	8	50	8.4	0.7	5.88	alive	0.669	41.55	116.2053571	.			
2b	122	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
2a	123	young	Comp	7	1	5	5.8	0.6	3.48	alive	0.768	27.95	169.5652174	.			
2a	124	old	Comp	7	3	6	1.4	0.5	0.7	alive	.	18.15	208.9333333	.			
2b	125	young	Comp	7	4	11	10.4	1.5	15.6	alive	0.813	35.65	176.8382353	.			
2b	126	old	Comp	7	1	1	0.5	0.3	0.15	alive	.	.	.	.			
2a	127	young	Comp	7	.	.	.	.	.	dead	.	.	.	.			
2a	128	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
2b	129	young	Comp	7	6	51	10.5	1	10.5	alive	0.792	34.3	204.5544554	.			
2a	130	old	Comp	7	14	66	14.2	1	14.2	alive	0.621	36.15	124.5762712	.			
2b	131	young	Comp	7	1	6	2.3	1.6	3.68	alive	0.795	44.7	150.4186047	.			
2b	132	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
2a	133	young	Comp	7	1	5	8.1	0.8	6.48	alive	.	19.65	336.744186	.			
2a	134	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
2b	135	young	Comp	7	4	22	11	1.5	16.5	alive	0.793	36.7	171.1578947	.			
2a	136	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
2a	137	young	Comp	7	.	.	.	.	.	dead	.	.	.	.			
2a	138	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
2a	139	young	Comp	7	8	62	19.3	1.3	25.09	alive	0.803	39.2	160.5228758	.			
2a	140	old	Comp	7	10	36	9.2	1.2	11.04	alive	0.576	39.45	169.7241379	.			
2a	141	young	Comp	7	2	6	1.7	0.4	0.68	alive	.	20.65	258.5714286	.			
2a	142	old	Comp	7	9	57	12.8	1	12.8	alive	0.709	39.6	175.9615385	.			
2a	143	young	Comp	7	8	58	9.7	1.5	14.55	alive	0.684	35.85	176.0080645	.			
2b	144	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
3a	145	young	NoComp	7	8	110	7.9	1.7	13.43	alive	0.812	38.15	116.7753623	.			
3b	146	old	NoComp	7	15	126	17.3	1.3	22.49	alive	0.8	40.8	114.280303	.			
3a	147	young	NoComp	7	9	118	9.7	1	9.7	alive	0.749	37.5	169.8895028	.			
3a	148	old	NoComp	7	9	30	6.8	0.8	5.44	alive	0.756	36.5	121.300813	.			
3a	149	young	NoComp	7	5	72	11.5	2.3	26.45	alive	0.718	42.15	148.8088643	.			
3b	150	old	NoComp	7	8	76	9.7	0.9	8.73	alive	0.716	37.4	145.6481481	.			
3b	151	young	NoComp	7	10	102	13	1.4	18.2	alive	0.784	31.4	127.0967742	.			
3a	152	old	NoComp	7	14	155	14.1	1.3	18.33	alive	0.816	45.45	105.5389222	.			
3a	153	young	NoComp	7	20	136	14.5	1.7	24.65	alive	0.783	40.45	112.4184783	.			
3a	154	old	NoComp	7	10	75	4.5	1	4.5	alive	0.779	39.15	129.4708995	.			
3a	155	young	NoComp	7	6	133	22	3	66	alive	0.81	42.7	138.1069959	.			
3b	157	young	NoComp	7	8	92	21	1.2	25.2	alive	0.829	46.8	151.3425926	.			
3b	158	old	NoComp	7	11	77	8	1.5	12	alive	0.805	36.5	141.9170984	.			
3b	159	young	NoComp	7	10	123	16.3	1.8	29.34	alive	0.724	42.6	122.9292929	.			
3a	161	young	NoComp	7	11	95	10.5	0.9	9.45	alive	0.768	49.15	131.7209302	.			
3b	162	old	NoComp	7	23	232	22.9	2.2	50.38	alive	0.814	39.3	117.4617737	.			
3a	163	young	NoComp	7	4	70	15.3	1.4	21.42	alive	0.56	42.3	149.5833333	.			
3a	165	young	NoComp	7	8	152	14.3	2.6	37.18	alive	0.758	45.05	113.2439024	.			
3b	167	young	NoComp	7	8	106	14.6	2.1	30.66	alive	0.801	36.45	127.4386921	.			
3a	168	old	NoComp	7	9	71	6.8	1.5	10.2	alive	0.77	36.6	169.3243243	.			
3b	169	young	NoComp	7	7	108	16.6	1	16.6	alive	0.788	40.6	127.0552147	.			
3a	171	young	NoComp	7	4	54	12.8	1.9	24.32	alive	0.798	48.5	138.3236994	.			
3b	172	old	NoComp	7	13	85	12.4	1.6	19.84	alive	0.814	39.25	156.3265306	.			
3b	176	old	NoComp	7	7	72	13.2	1.5	19.8	alive	0.782	55.2	131.6230366	.			
3a	177	young	NoComp	7	11	188	20.8	1.7	35.36	alive	0.81	32.1	121.875	.			
3b	178	old	NoComp	7	10	114	11.8	1.9	22.42	alive	0.811	36.05	136.456044	.			
3a	179	young	NoComp	7	15	95	13.6	1.8	24.48	alive	0.657	35.05	124.4194757	.			
3a	181	young	Comp	7	8	23	18.8	1.6	30.08	alive	0.811	29.6	189.7142857	.			
3b	182	old	Comp	7	4	15	9.4	0.7	6.58	alive	0.792	24.85	176.6990291	.			
3b	183	young	Comp	7	1	9	13.7	1.3	17.81	alive	0.814	27.2	172.7118644	.			
3b	184	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
3b	185	young	Comp	7	4	28	9.8	2	19.6	alive	0.819	44.4	136.4345404	.			
3a	186	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
3b	187	young	Comp	7	1	3	1.8	1.1	1.98	alive	0.821	.	.	.			
3a	188	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
3b	191	young	Comp	7	2	6	6.4	1.9	12.16	alive	0.793	26	157.1641791	.			
3b	192	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
3b	193	young	Comp	7	1	4	9.5	0.8	7.6	alive	.	29.4	186.8918919	.			
3a	194	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
3a	195	young	Comp	7	3	11	6.8	0.6	4.08	alive	0.799	30.3	159.5327103	.			
3a	197	young	Comp	7	.	.	.	.	.	dead	.	.	.	.			
3a	198	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
3a	199	young	Comp	7	5	25	7.2	1.1	7.92	alive	0.778	31.5	237.0338983	.			
3b	200	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
3a	201	young	Comp	7	3	12	9.4	1	9.4	alive	0.786	34.95	276.6233766	.			
3b	202	old	Comp	7	.	.	.	.	.	dead	.	.	.	.			
3a	203	young	Comp	7	7	26	17.6	2.6	45.76	alive	0.793	39.4	154.9056604	.			
3a	204	old	Comp	7	10	22	4.7	0.7	3.29	alive	0.774	29.35	236.1818182	.			
3a	205	young	Comp	7	4	15	8.4	1	8.4	alive	0.797	42.6	151.1728395	.			
3b	206	old	Comp	7	0	0	.	.	.	dead	.	.	.	.			
3a	207	young	Comp	7	6	51	17.7	1.3	23.01	alive	0.794	39.7	166.1574074	.			
3a	209	young	Comp	7	5	21	7.8	1.2	9.36	alive	0.782	37.1	140.257732	.			
3a	211	young	Comp	7	8	37	8.5	0.8	6.8	alive	0.783	33.6	238.6597938	.			
3a	212	old	Comp	7	5	12	7.2	1	7.2	alive	0.651	30.85	151.1827957	.			
3b	213	young	Comp	7	5	14	13	1	13	alive	0.809	23.5	245.1546392	.			
3a	214	old	Comp	7	10	47	12.7	1	12.7	alive	0.769	33.1	139.1780822	.			
3a	215	young	Comp	7	7	14	8.6	1.6	13.76	alive	0.772	40.5	151.2371134	.			
3a	216	old	Comp	7	7	74	21.2	1.3	27.56	alive	0.768	38.6	156.2903226	.			
2a	217	young	NoComp	7	9	135	20.2	1.5	30.3	alive	.	39.7	137.1890547	.			
3a	218	old	NoComp	7	8	19	3.4	0.8	2.72	alive	0.735	23.25	112.5641026	.			
3a	220	old	NoComp	7	8	36	7.5	1.4	10.5	alive	0.443	26.4	137.4725275	.			
1a	1	young	NoComp	8	12	78	9.6	1.4	13.44	alive	.	38.25	143.3449477	.			
1a	4	old	NoComp	8	6	40	5.8	1.5	8.7	alive	.	43.9	126.0377358	.			
1b	5	young	NoComp	8	18	155	18.3	2.2	40.26	alive	.	36.9	128.3882784	.			
1a	7	young	NoComp	8	9	42	4.7	1.3	6.11	alive	.	44.85	151.1538462	.			
1a	9	young	NoComp	8	.	.	.	.	.	dead	.	.	.	.			
1b	11	young	NoComp	8	5	35	12.5	3	37.5	alive	.	48.8	139.8529412	.			
1a	13	young	NoComp	8	15	133	11.2	2	22.4	alive	.	51.45	131.2437811	.			
1b	14	old	NoComp	8	.	.	.	.	.	dead	.	.	.	.			
1a	16	old	NoComp	8	12	62	4.5	1.2	5.4	alive	.	45	140.5511811	.			
1b	17	young	NoComp	8	12	107	12.3	1	12.3	alive	.	51.55	132.1390374	.			
1b	18	old	NoComp	8	6	41	7.8	1.3	10.14	alive	.	34.2	163.6585366	.			
1b	19	young	NoComp	8	10	110	13.8	2	27.6	alive	.	37.45	116.2103175	.			
1a	20	old	NoComp	8	12	41	4.7	0.5	2.35	alive	.	41.65	138.6538462	.			
1a	21	young	NoComp	8	17	142	11.6	2	23.2	alive	.	43.4	136.239782	.			
1a	22	old	NoComp	8	10	33	3.9	0.8	3.12	alive	.	37.1	158.5365854	.			
1a	23	young	NoComp	8	22	128	12.2	1.2	14.64	alive	.	40.45	125.3305785	.			
1a	27	young	NoComp	8	10	55	4.1	0.9	3.69	alive	.	42.8	126.5201465	.			
1a	28	old	NoComp	8	9	38	2.4	1.2	2.88	alive	.	25.95	146.3414634	.			
1a	29	young	NoComp	8	19	98	9.8	1.4	13.72	alive	.	34.25	121.6153846	.			
1b	30	old	NoComp	8	10	58	3.2	0.6	1.92	alive	.	38.1	168.2608696	.			
1a	32	old	NoComp	8	6	40	4.2	0.8	3.36	alive	.	31.9	128.0985915	.			
1b	33	young	NoComp	8	18	92	9.4	1.4	13.16	alive	.	43.95	106.9642857	.			
1b	34	old	NoComp	8	13	132	10.8	1.9	20.52	alive	.	28.9	177.2670807	.			
1b	35	young	NoComp	8	19	132	10.3	1.3	13.39	alive	.	36.35	126.2303665	.			
1a	36	old	NoComp	8	18	68	5.2	0.8	4.16	alive	.	41.25	149.2207792	.			
1b	38	old	Comp	8	0	0	.	.	.	dead	.	.	.	.			
1a	45	young	Comp	8	3	9	11.4	1.2	13.68	alive	.	19.85	167.5675676	.			
1b	46	old	Comp	8	6	17	3	0.8	2.4	alive	.	30.3	133.7837838	.			
1b	48	old	Comp	8	7	22	6.5	1	6.5	alive	.	44.95	145.9574468	.			
1b	50	old	Comp	8	10	40	4	1.2	4.8	alive	.	34.7	154.5859873	.			
