Unique_ID,Worksheet,Notes,Reference_code,Reference,
1724,Metabolism,Insects,Morgan 1985,"Morgan, K. R., Shelly, T. E. & Kimsey, L. S. Body temperature regulation, energy metabolism, and foraging in light-seeking and shade-seeking robber flies. Journal of Comparative Physiology B 155, 561-570 (1985).",
1725,Metabolism,Insects,Morgan 1987,"Morgan, K. R. Temperature regulation, energy metabolism and mate-searching in rain beetles (Pleocoma spp.), winter-active, endothermic scarabs (Coleoptera). Journal of Experimental Biology 128, 107-122 (1987).",
1726,Metabolism,Insects,Nespolo 2003,"Nespolo, R. F., Lardies, M. A. & Bozinovic, F. Intra-populational variation in the standard metabolic rate of insects: repeatability, thermal dependence and sensitivity (Q10) of oxygen consumption in a cricket. Journal of Experimental Biology 206, 4309-4315 (2003).",
1727,Metabolism,Insects,Nielsen 1986,"Nielsen, M. G. Respiratory rates of ants from different climatic areas. Journal of Insect Physiology 32, 125-131 (1986).",
1728,Metabolism,Insects,Nielsen 1990,"Nielsen, M. G. & Baroni-Urbani, C. Energetics and foraging behaviour of the European seed harvesting ant Messor capitatus I. Respiratory metabolism and energy consumption of unloaded and loaded workers during locomotion. Physiological Entomology 15, 441-448 (1990).",
1729,Metabolism,Insects,Penttinen 1995,"Penttinen, O.-P. & Holopainen, I. J. Physiological energetics of a midge, Chironomus riparius Meigen (Insecta, Diptera): normoxic heat output over the whole life cycle and response of larva to hypoxia and anoxia. Oecologia 103, 419-424 (1995).",
1730,Metabolism,Insects,Quinlan 1993,"Quinlan, M. C. & Hadley, N. F. Gas exchange, ventilatory patterns, and water loss in two lubber grasshoppers: quantifying cuticular and respiratory transpiration. Physiological Zoology 66, 628-642 (1993).",
1731,Metabolism,Insects,Quinlan 1999,"Quinlan, M. C. & Lighton, J. R. B. Respiratory physiology and water relations of three species of Pogonomyrmex harvester ants (Hymenoptera: Formicidae). Physiological Entomology 24, 293-302 (1999).",
1732,Metabolism,Insects,Rajagopal 1966,"Rajagopal, P. K. & Bursell, E. The respiratory metabolism of resting tsetse flies. Journal of Insect Physiology 12, 287-297 (1966).",
1733,Metabolism,Insects,Reichle 1968,"Reichle, D. E. Relation of body size to food intake, oxygen consumption, and trace element metabolism in forest floor arthropods. Ecology 49, 538-542 (1968).",
1734,Metabolism,Insects,Schultz 1992,"Schultz, T. D., Quinlan, M. C. & Hadley, N. F. Preferred body temperature, metabolic physiology, and water balance of adult Cicindela longilabris: A comparison of populations from boreal habitats and climatic refugia. Physiological Zoology 65, 226-242 (1992).",
1735,Metabolism,Insects,Shelton 2001,"Shelton, T. G. & Appel, A. G. Carbon dioxide release in Coptotermes formosanus Shiraki and Reticulitermes flavipes (Kollar): effects of caste, mass, and movement. Journal of Insect Physiology 47, 213-224 (2001).",
1736,Metabolism,Insects,Sibul 2004,"Sibul, I., Kuusik, A. & Voolma, K. Monitoring of gas exchange cycles and ventilatory movements in the pine weevil Hylobius abietis: respiratory failures evoked by a botanical insecticide. Entomologia Experimentalis et Applicata 110, 173-179 (2004).",
1737,Metabolism,Insects,Slater 1927,"Slater, W. K. The aerobic and anaerobic metabolism of the common cockroach (Periplaneta orientalis). Biochemical Journal 21, 198-203 (1927).",
1738,Metabolism,Insects,Sømme 1989,"Sømme, L., Ring, R. A., Block, W. & Worland, M. R. Respiratory metabolism of Hydromedion sparsutum and Perimylops antarcticus (Col., Perimylopidae) from South Georgia. Polar Biology 10, 135-139 (1989).",
1739,Metabolism,Insects,Stevens 1977,"Stevens, E. D. & Josephson, R. K. Metabolic rate and body temperature in singing katydids. Physiological Zoology 50, 31-42 (1977).",
1740,Metabolism,Insects,Strømme 1986,"Strømme, J. A., Ngari, T. W. & Zachariassen, K. E. Physiological adaptations in Coleoptera on Spitzbergen. Polar Research 4, 199-204 (1986).",
1741,Metabolism,Insects,Terblanche 2004,"Terblanche, J. S., Klok, C. J. & Chown, S. L. Metabolic rate variation in Glossina pallidipes (Diptera : Glossinidae): gender, ageing and repeatability. Journal of Insect Physiology 50, 419-428 (2004).",
1742,Metabolism,Insects,Tombes 1964,"Tombes, A. Respiratory and compositional study on the aestivating insect, Hypera postica (Gyll.)(Curculionidae). Journal of Insect Physiology 10, 997-1003 (1964).",
1743,Metabolism,Insects,Van Hook 1971,"Van Hook, R. I. Energy and nutrient dynamics of spider and Orthopteran populations in a grassland ecosystems. Ecological Monographs 41, 1-26 (1971).",
1744,Metabolism,Insects,Vogt 1999,"Vogt, J. T. & Appel, A. G. Standard metabolic rate of the fire ant, Solenopsis invicta Buren: effects of temperature, mass, and caste. Journal of Insect Physiology 45, 655-666 (1999).",
1745,Metabolism,Insects,Wiegert 1964,"Wiegert, R. G. Population energetics of meadow spittlebugs (Philaenus spumarius L.) as affected by migration and habitat. Ecological Monographs 34, 217-241 (1964).",
1746,Metabolism,Insects,Zachariassen 1987,"Zachariassen, K. E., Anderson, J., Maloiy, G. M. O. & Kamau, J. M. Z. Transpiratory water loss and metabolism of beetles from arid areas in East Africa. Comparative Biochemistry and Physiology A 86, 403-408 (1987).",
1747,Metabolism,Insects,Zachariassen 1988,"Zachariassen, K. E., Andersen, J., Kamau, J. M. Z. & Maloiy, G. M. O. Water loss in insects from arid and humid habitats in East Africa. Acta Entomologica Bohemoslovaca 85, 81-93 (1988).",
1748,Metabolism,Macroalgae,Aguilera 1999,"Aguilera J., Karsten U., Lippert H., Vögele B., Philipp E., Hanelt D., Wiencke C. (1999) Effects of solar radiation on growth, photosynthesis and respiration of marine macroalgae from the Arctic. Marine Ecology Progress Series 191: 109-119.",
1749,Metabolism,Macroalgae,Burris 1977,"Burris J.E. (1977) Photosynthesis, photorespiration, and dark Respiration in eight species of algae. Marine Biology 39: 371-379.",
1750,Metabolism,Macroalgae,Chisholm 2000,"Chisholm J.R.M., Marchioretti M., Jaubert J.M. (2000) Effect of low water temperature on metabolism and growth of a subtropical strain of Caulerpa taxifolia (Chlorophyta). Marine Ecology Progress Series 201: 189-198.",
1751,Metabolism,Macroalgae,Davey 1989,Davey M.C. (1989) The effects of freezing and desiccation on photosynthesis and survival of terrestrial Antarctic algae and cyanobacteria. Polar Biology 10: 29-36.,
1752,Metabolism,Macroalgae,Eggert 2000,"Eggert A., Wiencke C. (2000) Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology 23: 609-618.",
1753,Metabolism,Macroalgae,Gerard 1988,Gerard V.A. (1988) Ecotypic differentiation in fight-related traits of the kelp Laminaria saccharina. Marine Biology 97: 25-36.,
1754,Metabolism,Macroalgae,Graham 1985,"Graham M.T, Kranzfelder J.A., Auer M.T. (1985) Light and temperature as factors regulating seasonal growth and distribution of Ulothrix zonata (Ulvophyceae). Journal of Phycology 21: 228-234.",
1755,Metabolism,Macroalgae,Graham 1987,"Graham M.T., Graham L.E. (1987) Growth and reproduction of Bangia atropurpurea (Roth) C. Ag. (Rhodophyta) from the Laurentian",
1756,Metabolism,Macroalgae,Graham 1996,"Graham J.M., Arancibia-Avila P., Graham L.E. (1996)  Physiological ecology of a species of the filamentous green alga Mougeotia under acidic conditions: Light and temperature effects on photosynthesis and respiration. Limnology and Oceanography 41: 253-262.",
1757,Metabolism,Macroalgae,Karsten 1993,"Karsten U., West J.A., Ganesan E.K. (1993) Comparative physiological ecology of Bostrychia moritziana (Ceramiales, Rhodophyta) from freshwater and marine habitats. Phycologia 32: 401-409.",
1758,Metabolism,Macroalgae,Lapointe 1995,Lapointe B.E. (1995) A comparison of nutrient-limited productivity in Sargassum natans from neritic vs. oceanic waters of the western North Atlantic Ocean. Limnology and Oceanography 40: 625-633.,
1759,Metabolism,Macroalgae,Makarieva 2006,"Makarieva A.M., Gorshkov V.G., Li B.-L., Chown S.L.C. (2006) Mass- and temperature-independence of minimum life-supporting metabolic rates. Functional Ecology 20: 83-96.",
1760,Metabolism,Macroalgae,Menendez 1998,"Menendez M., Sanchez A. (1998) Seasonal variations in P-I responses of Chara hispida L. and Potamogeton pectinatus L. from stream mediterranean ponds. Aquatic Botany 61: 1-15.",
1761,Metabolism,Macroalgae,Necchi 2001,"Necchi O. Jr., Zucchi M.R. (2001) Photosynthetic performance of freshwater Rhodophyta in response to temperature, irradiance, pH and diurnal rhythm. Phycological Research 49: 305-318.",
1762,Metabolism,Macroalgae,Necchi 2004,Necchi O. Jr. (2004) Photosynthetic responses to temperature in tropical lotic macroalgae. Phycological Research 52: 140-148.,
1763,Metabolism,Macroalgae,Necchi 2005,"Necchi O. Jr., Alves A.H.S. (2005) Photosynthetic characteristics of the freshwater red alga Batrachospermum delicatulum (Skuja) Necchi & Entwisle. Acta Botanica Brasilica 19: 125-137.",
1764,Metabolism,Macroalgae,Reiskind 1991,"Reiskind J.B., Bowes G. (1991) The role of phosphoenolpyruvate carboxykinase in a marine macroalga with C4-like photosynthetic characteristics. Proc. Natl. Acad. Sci. USA 88: 2883-2887.",
1765,Metabolism,Macroalgae,Schwarz 2003,"Schwarz A.-M., Hawes I., Andrew N., Norkko A., Cummings V., Thrush S. (2003) Macroalgal photosynthesis near the southern global limit for growth; Cape Evans, Ross Sea, Antarctica. Polar Biology 26: 789-799.",
1766,Metabolism,Macroalgae,Skene 2004,Skene K.R. (2004) Key differences in photosynthetic characteristics of nine species of intertidal macroalgae are related to their position on the shore. Canadian Journal of Botany 82: 177-184.,
1767,Metabolism,Macroalgae,Spencer 1985,"Spencer D.F., Lembi C.A., Graham J.M. (1985) Influence of light and temperature on photosynthesis and respiration by Pithophora oedogonia (Mont.) Wittr. (Chlorophyceae). Aquatic Botany 23: 109-118.",
1768,Metabolism,Macroalgae,Vieira 2003,"Vieira J. Jr., Necchi O. Jr. (2003) Photosynthetic characteristics of charophytes from tropical lotic ecosystems. Phycological Research 51: 51-60.",
1769,Metabolism,Macroalgae,Weykam 1996,"Weykam G., Gómez I., Wiencke C., Iken K., Köser H. (1996) Photosynthetic characteristics and C:N ratios of macroalgae from King George Island (Antarctica). Journal of Experimental Marine Biology and Ecology 204: 1-22.",
1770,Metabolism,Mammals,Anderson  1997,"Anderson, et al. 1997. Physiol. Zool. 70: 464-469. ",
1771,Metabolism,Mammals,Arends  1995,Arends et al. 1995. J. Mammal. 76: 947-956. ,
1772,Metabolism,Mammals,Arends  2001,Arends & McNab. 2001. Comp. Biochem. Physiol. 130A: 105-122. ,
1773,Metabolism,Mammals,Arnold  1970,Arnold & Shield. 1970. J. Zool. Lond. 160: 391-404. ,
1774,Metabolism,Mammals,Bartholomew  1961,Bartholomew & MacMillen. 1961. Physiol. Zool. 34: 177-183. ,
1775,Metabolism,Mammals,Bartholomew  1962,Bartholomew & Hudson. 1962. Physiol. Zool. 35: 94-107. ,
1776,Metabolism,Mammals,Bartholomew  1964,Bartholomew et al. 1964. Physiol. Zool. 37: 179-198. ,
1777,Metabolism,Mammals,Baudinette  1972,Baudinette. 1972. J. Comp. Physiol. 81: 57-72. ,
1778,Metabolism,Mammals,Baudinette  2000,Baudinette et al. 2000. J. Comp. Physiol. B 170: 439-446. ,
1779,Metabolism,Mammals,Bell  1986,Bell et al. 1986. J. Comp. Physiol. B 156: 441-450. ,
1780,Metabolism,Mammals,Benedict  1938,"Benedict. 1938. Vital Energetics. Carnegie Inst. Wash. Publ. No. 505, Washington, D.C. ",
1781,Metabolism,Mammals,Bennett  1993,"Bennett et al. 1993. J. Zool., Lond. 231: 179-186. ",
1782,Metabolism,Mammals,Bennett  1994,Bennett et al. 1994. Oecologia 97: 222-227. ,
1783,Metabolism,Mammals,Bienkowski  1974,Bienkowski & Marszalek. 1974. Acta Theriol. 19: 55-67. ,
1784,Metabolism,Mammals,Bonaccorso  1992,Bonaccorso et al. 1992. J. Mammal. 73: 365-378. ,
1785,Metabolism,Mammals,Bonaccorso  1997,Bonaccorso & McNab. 1997. J. Mammal. 78: 1073-1088. ,
1786,Metabolism,Mammals,Bonaccorso  2003,Bonaccorso & McNab. 2003. J. Comp. Physiol. B 173: 43-53. ,
1787,Metabolism,Mammals,Bowers  1971,Bowers. 1971. Physiol. Zool. 44: 137-148. ,
1788,Metabolism,Mammals,Bozinovic  1985,Bozinovic et al. 1985. Revista Chilena Hist.Nat. 58: 39-45. ,
1789,Metabolism,Mammals,Bozinovic  1988,Bozinovic & Rosenmann. 1988. Comp. Biochem. Physiol. 91A: 195-202. ,
1790,Metabolism,Mammals,Bozinovic  199-,Bozinovic et al. 2005. Revista Chilena Hist. Nat. 78: 199-296. ,
1791,Metabolism,Mammals,Bozinovic  1992,Bozinovic. 1992. J. Mammal. 73: 379-384. ,
1792,Metabolism,Mammals,Bozinovic  2004,Bozinovic et al. 2004. J. Comp. Physiol. B 174: 293-297. ,
1793,Metabolism,Mammals,Bradley  1974,Bradley & Hudson. 1974. Comp. Biochem. Physiol. 48A: 55-60.,
1794,Metabolism,Mammals,Bradley  1975,Bradley & Yousef. 1975. Comp. Biochem. Physiol. 52A: 35-38. ,
1795,Metabolism,Mammals,Bradley  1976,"Bradley. 1976. Ph.D. dissertation, Cornell Univ., Ithaca. ",
1796,Metabolism,Mammals,Bradley 1975, Bradley et al. 1975. Physiol. Zool. 47: 172-179. ,
1797,Metabolism,Mammals,Breyen  1973,Breyen et al. 1973. Comp. Biochem. Physiol. 44A: 543-555.,
1798,Metabolism,Mammals,Brockway  1968,Brockway & Malioy. 1968. J. Physiol. 194: 22P-24P.,
1799,Metabolism,Mammals,Brower  1966,Brower & Cade. 1966. Ecology 47: 46-63.,
1800,Metabolism,Mammals,Brown  1968,"Brown. 1968. Misc. Publ. Mus. Zool., Univ. Michigan ",
1801,Metabolism,Mammals,Brown  1972,Brown & Lasiewski. 1972. Ecology 53: 939-943. ,
1802,Metabolism,Mammals,Brown  1997,Brown et al. 1997. Comp. Biochem. Physiol. 118A: 1285-1290. ,
1803,Metabolism,Mammals,Bruhn  1934,Bruhn. 1934. Am. J. Physiol. 110: 477-484. ,
1804,Metabolism,Mammals,Bruhn  1936,Bruhn & Benedict. 1936. Proc. Am. Acad. Arts & Sci. 71: 259-326. ,
1805,Metabolism,Mammals,Buffenstein  1985,"Buffenstein & Jarvus. 1985. J. Zool., Lond. 205: 107-121. ",
1806,Metabolism,Mammals,Busch  1989,Busch. 1989. Comp. Biochem. Physiol. 93A: 345-347. ,
1807,Metabolism,Mammals,Campbell  1999,Campbell et al. 1999. Comp. Biochem. Physiol. 123A:293-298. ,
1808,Metabolism,Mammals,Campbell  2000,Campbell & Hochachka. 2000. J. Mammal. 81: 578-585. ,
1809,Metabolism,Mammals,Carpenter  1966,Carpenter. 1966. Univ. Calif. Publ. Zool. 78: 1-36. ,
1810,Metabolism,Mammals,Carpenter  1968,Carpenter. 1968. Comp. Biochem. Physiol. 24: 951-964. ,
1811,Metabolism,Mammals,Casey  1979,Casey & Casey. 1979. Physiol. Zool. 52: 153-164. ,
1812,Metabolism,Mammals,Casey  1979,Casey et al. 1979. Comp. Biochem. Physiol. 64A: 331-341. ,
1813,Metabolism,Mammals,Caviedes-Vidal  1987,Caviedes-Vidal et al. 1987. Comp. Biochem. Physiol. 87A: 257-259. ,
1814,Metabolism,Mammals,Chappel  1978,Chappel & Hudson. 1978. Can. J. Zool. 56: 2388-2393. ,
1815,Metabolism,Mammals,Chappel  1994,Chappel & Dawson. 1994. Physiol. Zool. 67: 418-437. ,
1816,Metabolism,Mammals,Chevalier  1987,Chevalier. 1987. Am. Zool. 27: 146A. ,
1817,Metabolism,Mammals,Chevillard-Hugot  1980,Chevillard-Hugot et al. 1980. Comp. Biochem. Physiol. 65: 305-309. ,
1818,Metabolism,Mammals,Chew  1967,Chew et al. 1967. Comp. Biochem. Physiol. 21: 487-505. ,
1819,Metabolism,Mammals,Collins  1973,Collins. 1973a. J. Mammal. 54: 356-368. ,
1820,Metabolism,Mammals,Collins  1973,Collins. 1973b. Comp. Biochem. Physiol. 44A: 1129-1140. ,
1821,Metabolism,Mammals,Collins  1973,Collins & Bradshaw. 1973. Physiol. Zool. 46: 1-21. ,
1822,Metabolism,Mammals,Contreras  1990,"Contreras & McNab. 1990. Pp. 231-250. In: Evolution of Subterranean Mammals at the Organismal and Molecular Levels. (E. Neto & O. Reig, eds.). Wiley-Liss, New York. ",
1823,Metabolism,Mammals,Corte_s  2003,Corte_s et al. 2003. J. therm. Biol. 28: 489-495. ,
1824,Metabolism,Mammals,Cruz-Neto  2001,Cruz-Neto et al. 2001. Zoology 104: 49-58. ,
1825,Metabolism,Mammals,Dalby  1976,Dalby & Heath. 1976. J. therm. Biol. 1: 177-179. ,
1826,Metabolism,Mammals,Daniels  1972,Daniels. J.Mammal. 65: 584-592. Dawson. 1972. Symp. Zool. Soc. Lond. 31: 133-146. ,
1827,Metabolism,Mammals,Dawson  1970,Dawson & Hulbert. 1970. Am. J. Physiol. 218: 1233-1238. ,
