site,Leaf_N_g/kg,Leaf_P_g/kg,NPP_kgCm-2y-1,Mean_annual_temperature_°„C,Thornthwaite_moisture_index,Soil_total_N_Concentration_g/kg,Soil_total_P_Concentration_g/kg,Type
560169F,8.733584838,0.45528957,0.238275,22.436242,43.13786697,0.615287922,0.135688323,Tree community
560170F,17.99569567,1.58768351,0.549125,23.486067,25.01989555,0.549391456,0.174913837,Tree community
560171F,16.29664684,0.882025707,0.5279,23.088408,36.8803978,0.314408227,0.177408594,Tree community
560172F,15.68935952,0.941268969,0.547425,23.365542,31.35236549,0.282719514,0.078445593,Tree community
560173F,20.52538169,1.378604426,0.524825,NA,NA,0.147864692,0.113531791,Tree community
560174F,19.93325749,1.015611766,0.879525,23.779617,11.99671555,1.039686867,0.860330378,Tree community
560175F,20.28988874,1.07485382,0.8586,20.370858,88.77763367,0.598200094,0.12459167,Tree community
560176F,17.62018726,0.848506071,1.0887,20.585658,89.10018158,0.69397414,0.050259549,Tree community
560177F,29.10066507,1.270639,0.590375,21.559608,71.6275177,0.900629955,0.335444086,Tree community
560178F,19.70302485,0.952558081,1.0048,21.915742,66.90436554,0.549644229,0.110115847,Tree community
560179F,17.92300613,0.641081218,1.0554,21.630892,72.70807648,0.831806395,0.152195336,Tree community
560180F,28.0896817,0.958538222,0.59735,22.008858,63.72854996,0.821649528,0.121687261,Tree community
560181F,22.72680796,0.962128854,1.125625,22.1692,68.36917114,0.782339688,0.112745675,Tree community
560182F,24.59600126,0.612863686,0.5266,22.120533,66.9992218,0.323528517,0.045055464,Tree community
560183F,15.47777488,0.570302014,NA,22.230892,66.22735596,0.557659575,0.053336704,Tree community
560184F,46.57970362,1.973393691,1.1403,22.553008,66.69015503,1.477398331,0.308524052,Tree community
560185F,13.98378326,0.706333436,0.88795,21.0006,77.23603058,0.830058424,0.23948065,Tree community
560186F,14.68648111,1.104522867,0.88795,21.0006,80.94956207,0.82142781,0.259048188,Tree community
560187F,17.10140247,1.302313706,0.503825,22.338058,43.89612198,0.864591675,0.186253968,Tree community
560188F,11.93609238,0.803521954,NA,22.609842,47.05750275,0.724588089,0.085466585,Tree community
560189F,16.77571488,1.007825914,0.591575,22.646633,44.72003937,0.623586606,0.124145377,Tree community
560190F,20.78323454,0.898090769,0.665075,22.971033,26.77326584,0.880398619,0.227541686,Tree community
560191F,24.4863831,1.459678315,1.035775,22.396725,84.31515503,1.26127566,0.205818787,Tree community
560192F,19.69298653,1.321999177,0.60415,22.4007,88.57904816,1.060338145,0.278482291,Tree community
560193F,18.85773662,0.972304856,0.713175,22.763242,53.3756752,0.478639441,0.147469671,Tree community
560194F,26.41334156,0.918454118,1.029175,21.357733,84.95862579,1.539370306,0.208409368,Tree community
560195F,15.12766889,1.118936361,1.04835,21.290083,89.6437912,1.499352019,0.298738185,Tree community
560196F,14.90449415,0.605021224,1.020875,21.359092,84.92356873,0.807557303,0.053744272,Tree community
560197F,31.20486878,1.288085082,1.0048,20.796308,80.9586792,0.582087755,0.161568137,Tree community
560198F,15.29369453,0.775169947,0.772825,20.606383,83.06919098,0.641701267,0.167367346,Tree community
560199F,16.29518327,0.707960784,1.174425,20.446142,83.70106506,1.053056893,0.192667601,Tree community
560200F,14.70101461,0.6690355,1.1446,21.103692,74.63633728,1.263550358,0.193052062,Tree community
560201F,14.3037386,0.685116098,0.615025,21.828742,58.52462769,0.811996181,0.145467692,Tree community
560202F,16.16123396,0.872510748,1.206475,20.851658,85.69294739,1.511931435,0.184846702,Tree community
560203F,14.38580731,0.763145523,0.67115,21.615142,67.26371002,1.193407283,0.143969437,Tree community
560204F,9.886818744,0.514538398,0.625075,22.072608,66.74131775,1.267925148,0.373466833,Tree community
560205F,28.64165823,1.262710819,0.666425,21.95665,64.29478455,1.549405588,0.121077298,Tree community
560206F,18.81292787,0.868540348,NA,21.652992,49.66839981,0.830478159,0.134546741,Tree community
560207F,20.35446637,1.050970735,0.5453,20.446392,80.03081512,1.180548108,0.099509643,Tree community
560208F,19.76582928,1.759568102,0.688775,21.402558,41.04729843,0.860020547,0.217747642,Tree community
560209F,19.90948021,1.666819701,1.01235,20.573775,44.46662903,0.597848535,0.127737033,Tree community
560210F,14.28737731,1.576040283,0.509225,21.396292,43.58862305,NA,NA,Tree community
560211F,18.08390864,0.887790096,0.79525,21.049008,68.22708893,0.746840312,0.205393981,Tree community
560212F,16.87126706,0.787964249,0.455075,17.166931,183.0549774,1.078938108,0.113273261,Tree community
560213F,15.78453468,1.078409181,1.09965,20.392083,105.5187836,0.314430577,0.209347347,Tree community
560214F,16.39934892,1.153072231,0.989325,20.178058,111.5620193,0.880763247,0.195983889,Tree community
560215F,20.35915724,0.90364465,0.6021,20.416517,98.14282227,1.133046385,0.169393194,Tree community
560216F,21.48178041,0.833997972,0.589675,20.519108,94.5770874,0.987234027,0.099381899,Tree community
560217F,16.47647164,0.687895743,1.05015,20.775933,80.73169708,0.98187306,0.13484708,Tree community
560219F,21.24085743,0.828494476,0.47085,20.76205,83.02269745,0.815092563,0.124799842,Tree community
560220F,13.11093298,0.91291153,0.804,18.361253,80.98151398,0.810732165,0.14777443,Tree community
560221F,14.2613712,0.622396503,0.804,18.405342,80.4053421,1.78918635,0.269553563,Tree community
560222F,14.98877571,0.672361903,NA,19.534798,67.76260376,1.999972454,0.394327048,Tree community
560223F,14.16572609,0.911472779,NA,19.500179,68.2073822,1.168028022,0.236067722,Tree community
560224F,17.44791779,1.818565081,1.043425,18.673873,86.67671204,1.536274807,0.269180585,Tree community
560225F,15.87047049,0.627050499,1.0333,17.108259,116.2834015,0.954533619,0.125265446,Tree community
560226F,16.01723852,0.874746456,0.553675,17.704565,102.0156631,1.501897418,0.254703204,Tree community
560227F,14.84189286,0.803693278,0.55835,15.205263,121.0526581,0.703250939,0.105232167,Tree community
560228F,9.681699598,0.579713235,0.824025,20.170408,70.70928955,1.694601764,0.291199174,Tree community
560229F,9.656836608,0.541856516,1.013375,19.645865,75.05243683,0.764225842,0.277436401,Tree community
560230F,13.55013151,1.030270072,0.96625,20.635283,51.30724335,1.405417824,0.294795649,Tree community
560231F,16.57414554,1.417721861,0.948325,19.9048,68.50015259,1.495776289,0.36221236,Tree community
560232F,20.07446725,1.497839434,0.948825,20.319992,57.15504837,1.404381554,0.371158222,Tree community
560233F,17.38095087,0.579664508,0.956225,21.762708,51.76966476,0.611601919,0.121269547,Tree community
560234F,12.41603534,0.794576644,0.88915,21.540458,51.91282654,0.867553959,0.146653244,Tree community
560235F,16.31813168,0.820191059,1.0292,21.510642,47.86397171,0.685292554,0.135038855,Tree community
560236F,11.7453303,0.724306036,1.0034,20.927108,55.34177017,1.112008437,0.247300206,Tree community
560237F,19.07686648,0.967906478,0.714575,21.578917,54.14083862,0.756960038,0.126254012,Tree community
560238F,14.85629851,0.810173026,0.962225,21.452242,42.0629425,0.96960479,0.141880471,Tree community
560239F,8.81614473,0.620664941,NA,21.1707,37.17169571,0.88920172,0.174344117,Tree community
560240F,25.2470449,0.946238209,0.319025,21.595058,55.79012299,0.809419247,0.129312196,Tree community
560241F,15.68396059,0.976350115,1.0078,21.120183,54.88203812,1.085734342,0.264865383,Tree community
560242F,14.97752648,1.102188927,0.961675,21.622425,55.46707916,0.719617232,0.212093324,Tree community
560243F,13.93191817,0.707575356,0.8934,19.394125,80.74245453,0.949093409,0.09362876,Tree community
560244F,14.85383075,0.524023959,0.387675,20.796725,58.91546631,0.818991261,0.097690363,Tree community
560245F,18.19326591,0.713837499,1.046275,20.591308,57.39295578,1.053040875,0.206912985,Tree community
560246F,16.47772967,0.804924466,0.792475,20.615242,56.86500168,0.648385024,0.199366537,Tree community
560247F,11.23033576,0.542388326,NA,NA,NA,0.836420416,0.245945952,Tree community
560250F,11.14208333,0.873103759,1.18365,19.942917,89.22074127,1.137219681,0.327873905,Tree community
560251F,12.79577548,0.576985715,NA,20.06775,70.79906464,1.254624607,0.178605849,Tree community
560252F,16.13446544,0.760742507,1.11625,19.878425,88.87519836,1.571554386,0.201582699,Tree community
560253F,25.36908978,1.068587471,NA,20.650925,89.73897552,1.668492911,0.20857981,Tree community
560254F,16.80210027,0.970445031,0.92905,21.3982,67.74180603,1.400517662,0.153211227,Tree community
560255F,11.67600148,0.905960299,NA,NA,NA,0.992498384,0.318937323,Tree community
560256F,16.95391566,0.744496668,0.77835,19.834267,76.71985626,1.343580021,0.25918591,Tree community
560257F,12.7972483,0.907589444,1.276475,19.417558,68.04106903,0.551579271,0.196192501,Tree community
560258F,15.58156486,1.118842172,1.090425,18.323895,96.43492889,2.94617481,0.55395053,Tree community
560259F,15.07918292,0.901999185,1.094125,18.422878,103.8264694,1.634580859,0.358168822,Tree community
560260F,16.42497608,1.070890173,1.017225,17.89967,113.3535385,2.042861937,0.578371203,Tree community
560261F,15.68273343,0.760969447,0.8108,18.491458,106.9375687,1.36267717,0.203758241,Tree community
560262F,10.57478755,0.454689946,1.113675,18.631809,81.35585785,NA,NA,Tree community
560263F,16.50622371,0.524277765,0.844425,20.205117,63.71718216,NA,NA,Tree community
560264F,12.0240008,0.624969183,0.774725,20.898617,43.51279831,0.589172647,0.152577096,Tree community
560265F,21.31907103,1.090186985,1.2445,18.392881,82.62500763,1.161138639,0.169062742,Tree community
560266F,17.5887299,1.021166188,1.2395,18.473909,89.36591339,2.186094702,0.233155337,Tree community
620001F,31.49457455,2.193103448,1.5408,22.177633,20.36357117,16.73756433,0.508899449,Tree community
620003F,30.71574211,1.666666667,1.5146,22.177633,20.19236565,16.683824,0.597139807,Tree community
620010F,18.89640888,1.799865109,1.450575,21.248725,44.10087967,1.622180546,0.368788449,Tree community
620011F,23.69238377,1.462477244,1.450575,21.248725,44.10108185,1.578931346,0.297905015,Tree community
620013F,32.76806355,2.295138889,1.465375,20.306575,41.40774536,1.886307953,0.73683906,Tree community
620014F,34.93983984,2.028673835,1.465375,20.306575,41.40745163,1.48806441,0.409705616,Tree community
620015F,31.86828375,2.361940299,1.465375,20.306575,41.40729141,1.669241243,0.408668237,Tree community
620016F,20.58953762,1.534722222,0.704575,13.488318,102.4667587,3.462687884,0.722073091,Tree community
620017F,22.25591421,1.95221843,0.704575,13.488318,102.4662094,4.685308703,0.959159988,Tree community
620018F,18.91326547,1.023569024,0.704575,13.488318,102.4658203,3.498154134,0.619552697,Tree community
620019F,17.71585584,1.132616487,0.853225,18.191017,28.65086555,0.865131986,0.295072657,Tree community
620020F,21.29126072,1.268707483,0.865125,18.191017,28.65040398,0.913563031,0.326509715,Tree community
620021F,14.58319664,0.934256055,0.86105,20.081725,11.72613335,0.779745597,0.318830717,Tree community
620034F,32.63409376,2.680851064,1.245825,21.282517,21.51036835,1.724357941,0.22892396,Tree community
620035F,37.40995407,2.271052632,1.201875,21.265475,22.30669594,1.837580164,0.274575867,Tree community
620036F,28.95321369,1.604790419,1.201875,21.265475,22.30642891,2.1373479,0.293961446,Tree community
620037F,15.23315072,1.111111111,0.98915,20.038425,18.35463524,0.597654241,0.297994859,Tree community
620038F,11.0663569,1.044982699,0.839175,19.696225,24.13191223,0.60115503,0.41572459,Tree community
620040F,11.91446841,0.843176921,0.829375,17.745992,57.61713409,1.235808123,0.266430213,Tree community
620041F,12.41768301,0.762180672,0.829375,17.745992,57.61736298,0.644958502,0.139701302,Tree community
620042F,12.12798119,0.8113879,0.829375,17.745992,52.32876968,0.622884035,0.162329335,Tree community
620043F,22.32763052,1.304794521,1.092375,17.491567,55.26276779,1.282839523,0.316981583,Tree community
620044F,38.77607822,3.539568345,0.79285,17.491567,55.26255417,1.395283027,0.376804127,Tree community
620045F,31.86245918,2.615384615,0.79285,17.491567,55.26258087,1.790671871,0.411775353,Tree community
620046F,11.82459593,0.950819672,0.60775,17.667442,27.23739433,2.845610532,0.624133144,Tree community
620047F,9.342215061,0.664141414,0.700275,18.718683,20.67219162,1.04182311,0.146698009,Tree community
620048F,10.54594636,0.712209302,0.8214,18.560567,16.89427376,2.64904352,0.413360432,Tree community
620049F,8.912031054,0.601449275,0.66885,20.012875,-6.353234768,1.930883358,0.287238146,Tree community
620050F,9.145085216,0.708446866,0.66885,20.391808,-8.996878624,1.745914911,0.35961044,Tree community
620051F,9.956578016,0.863425926,0.66885,20.391808,-8.996845245,1.768994112,0.392849392,Tree community
620307F,16.25367165,1.598101266,0.878775,13.570297,91.40746307,4.049277302,0.940283294,Tree community
620308F,17.37276793,1.703846154,0.785525,13.430289,88.02794647,1.431016438,0.630974469,Tree community
620309F,16.77088618,1.716129032,0.84415,13.556614,88.6725769,4.465864554,1.016093315,Tree community
620310F,17.50483036,1.711111111,0.861575,13.556614,88.6723175,3.213764436,0.881781382,Tree community
620311F,17.28544116,1.619402985,0.861575,13.556614,88.67217255,4.655038648,1.104590993,Tree community
620312F,17.39078164,1.606498195,0.861575,13.556614,88.67209625,3.519927688,0.922023995,Tree community
620313F,19.0094316,1.882142857,0.7194,14.980586,58.52532959,2.363442149,0.460252141,Tree community
620314F,15.71907401,1.764044944,0.856675,13.539921,94.07217407,1.894278852,0.491988095,Tree community
620315F,17.87879825,1.933797909,0.834975,13.539921,94.07312012,2.441324449,0.565887219,Tree community
620316F,15.97812653,1.777358491,0.856675,14.027921,90.05771637,2.430235525,0.642112454,Tree community
620317F,18.80616546,2.007407407,0.856675,13.539921,94.07189178,2.8302358,0.473908942,Tree community
620318F,19.63732481,1.841269841,0.834975,13.539921,94.07312012,2.563568126,0.477658047,Tree community
620319F,19.03578877,1.80141844,0.785525,13.539921,94.0732193,2.48474679,0.466641581,Tree community
620320F,18.80744338,2.030188679,0.834975,13.539921,94.07307434,2.743443239,0.521987063,Tree community
620321F,20.03774881,1.845637584,0.834975,13.539921,94.07235718,1.79884178,0.322358572,Tree community
620322F,27.3785162,1.829351536,0.715925,14.815368,69.93898773,1.320138512,0.416023076,Tree community
620323F,28.53838444,1.857677903,0.71695,14.815368,69.93888092,1.958711824,0.513690999,Tree community
620324F,27.52397776,1.704797048,0.715925,14.815368,57.48326874,2.323093396,0.523167017,Tree community
620325F,28.43118668,2.062068966,0.71695,14.815368,69.93890381,2.195199461,0.523295793,Tree community
620326F,32.00917244,1.951492537,0.71695,14.815368,69.93875122,1.509858365,0.468442919,Tree community
620327F,28.81510019,1.985663082,0.715925,14.815368,57.48324585,2.088074062,0.49297642,Tree community
620328F,11.36966348,0.896193772,0.614875,15.926633,35.29879761,0.48531946,0.148394022,Tree community
620329F,11.34108782,0.959731544,0.614875,15.926633,35.29854584,0.885650104,0.295430113,Tree community
620330F,11.05535507,0.831460674,0.614875,15.926633,35.29862595,0.770882854,0.22926779,Tree community
620331F,11.24377489,0.86971831,0.614875,15.926633,35.29888153,0.754595847,0.22470009,Tree community
620332F,11.54969692,0.949324324,0.614875,15.926633,35.29904175,0.844346348,0.315295563,Tree community
620333F,12.66554356,0.948051948,0.614875,15.926633,35.29918671,0.677242069,0.269879012,Tree community
620334F,15.77393532,1.768656716,0.81355,12.662646,101.4268265,2.455658131,1.314600179,Tree community
620335F,15.27913332,1.690647482,0.81355,12.662646,101.4266586,3.481947967,1.496572284,Tree community
620336F,16.62246108,1.726277372,0.81355,12.662646,101.4269485,3.059431156,1.369077863,Tree community
620337F,26.61586046,1.635258359,0.9228,12.595253,114.9495087,2.334608681,1.663648188,Tree community
620338F,25.80985308,1.643274854,0.9228,12.595253,114.9496155,2.103279236,1.879862925,Tree community
620339F,26.41490459,1.460451977,0.9228,12.595253,114.9496841,2.791346222,1.963461782,Tree community
620340F,26.54080391,1.643916914,0.9228,12.595253,120.5725174,5.754769759,2.108246278,Tree community
620341F,26.40349627,1.653061224,0.9228,12.595253,120.5725555,4.097072055,1.909896767,Tree community
620342F,26.77785635,1.638888889,NA,NA,NA,4.239628145,1.799759277,Tree community
620343F,19.7384119,1.943262411,0.920725,12.980044,90.47299957,2.408694175,1.324644503,Tree community
620344F,15.24772167,1.847272727,0.890225,12.980044,90.47291565,1.930070227,1.357431124,Tree community
620345F,14.13272142,1.876811594,0.920725,12.980044,90.47288513,1.66030841,1.302498999,Tree community
620346F,15.23080349,1.688888889,0.920725,12.980044,90.47264862,2.69019556,1.735851925,Tree community
