"species";"island";"islandgroup";"Native";"Cultivated";"family";"order";"dataset";"Invasive";"Original_name";"reference";"refid";"latitude";"longitude"
"Schizostachyum glaucifolium";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glon";0;"Schizostachyum glaucifolium (Rupr.) Munro";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.284039";"-170.553464"
"NA";"Ofu";"Samoa";0,25;"0";"NA";"NA";"glonpier";0;"Justica procumbens L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Ruellia prostrata";"Ofu";"Samoa";0,167;"0";"Acanthaceae";"Lamiales";"glonpier";0,5;"Ruellia prostrata Poir.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,446,6479";"-14.172184";"-169.663731"
"Achyranthes aspera";"Ofu";"Samoa";0,75;"0";"Amaranthaceae";"Caryophyllales";"glonpier";0,5;"Achyranthes aspera L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,150";"-14.172184";"-169.663731"
"Centella asiatica";"Ofu";"Samoa";0,3;"0";"Apiaceae";"Apiales";"glonpier";0,5;"Centella asiatica (L.) Urb.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,79,80,446,1854";"-14.172184";"-169.663731"
"Bidens pilosa";"Ofu";"Samoa";0,167;"0";"Asteraceae";"Asterales";"glonpier";0,5;"Bidens alba (L.) DC.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,446,1185,79";"-14.172184";"-169.663731"
"Emilia sonchifolia";"Ofu";"Samoa";0,333;"0";"Asteraceae";"Asterales";"glonpier";0,5;"Emilia sonchifolia (L.) DC.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,79,80";"-14.172184";"-169.663731"
"Mikania micrantha";"Ofu";"Samoa";0;"0";"Asteraceae";"Asterales";"glon";0;"Mikania micrantha H.B.K.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Cyanthillium cinereum";"Ofu";"Samoa";0,25;"0";"Asteraceae";"Asterales";"glonpier";0,5;"Vernonia cinerea (L.) Less.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,80,446,2655";"-14.172184";"-169.663731"
"Luffa cylindrica";"Ofu";"Samoa";1;"0";"Cucurbitaceae";"Cucurbitales";"glon";0;"Luffa cylindrica (L.) Roemer";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Acalypha lanceolata";"Ofu";"Samoa";0,333;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Acalypha lanceolata Willd.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,79,80";"-14.172184";"-169.663731"
"Bischofia javanica";"Ofu";"Samoa";0,5;"0";"Phyllanthaceae";"Malpighiales";"glonpier";0,5;"Bischofia javanica Bl.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,150,80,1200";"-14.172184";"-169.663731"
"Euphorbia hirta";"Ofu";"Samoa";0,167;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Chamaesyce hirta (L.) Millsp.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,446,3658";"-14.172184";"-169.663731"
"Euphorbia hypericifolia";"Ofu";"Samoa";0,25;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Chamaesyce hypericifolia (L.) Millsp.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,446,3672,3673";"-14.172184";"-169.663731"
"Euphorbia prostrata";"Ofu";"Samoa";0,25;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Chamaesyce prostrata (Ait.) Small";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,79";"-14.172184";"-169.663731"
"Euphorbia thymifolia";"Ofu";"Samoa";0;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0;"Chamaesyce thymifolia (L.) Millsp.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Phyllanthus amarus";"Ofu";"Samoa";0,3;"0";"Phyllanthaceae";"Malpighiales";"glonpier";0,5;"Phyllanthus amarus Sch. & Thon.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,79,80,446,5923";"-14.172184";"-169.663731"
"Abrus precatorius";"Ofu";"Samoa";0,625;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Abrus precatorius L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,150,80,161";"-14.172184";"-169.663731"
"Adenanthera pavonina";"Ofu";"Samoa";0,167;"0";"Fabaceae";"Fabales";"glonpier";1;"Adenanthera pavonina L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,208,80";"-14.172184";"-169.663731"
"Alysicarpus vaginalis";"Ofu";"Samoa";0,167;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Alysicarpus vaginalis (L.) DC.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,446,788";"-14.172184";"-169.663731"
"Desmodium incanum";"Ofu";"Samoa";0,167;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Desmodium incanum DC.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,446,2986";"-14.172184";"-169.663731"
"Desmodium triflorum";"Ofu";"Samoa";0,167;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Desmodium triflorum (L.) DC.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,446,3010";"-14.172184";"-169.663731"
"Inocarpus fagifer";"Ofu";"Samoa";0;"0";"Fabaceae";"Fabales";"glon";0;"Inocarpus fagifer (Parkinson) Fosb.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Leucaena leucocephala";"Ofu";"Samoa";0,286;"0";"Fabaceae";"Fabales";"glonpier";1;"Leucaena leucocephala (Lam.) de Wit";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,208,150,79,446,4978,4979";"-14.172184";"-169.663731"
"Mimosa pudica";"Ofu";"Samoa";0;"0";"Fabaceae";"Fabales";"glon";0;"Mimosa pudica L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Pueraria montana";"Ofu";"Samoa";0;"0";"Fabaceae";"Fabales";"glonpier";0;"Pueraria lobata (Willd.) Ohwi";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Sida rhombifolia";"Ofu";"Samoa";0,3;"0";"Malvaceae";"Malvales";"glonpier";0,5;"Sida rhombifolia L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,79,80,446,6848";"-14.172184";"-169.663731"
"Sida parvifolia";"Ofu";"Samoa";0;"0";"Malvaceae";"Malvales";"glon";0;"Sida samoensis Rechinger";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Psidium guajava";"Ofu";"Samoa";0,167;"0";"Myrtaceae";"Myrtales";"glonpier";1;"Psidium guajava L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,208,79";"-14.172184";"-169.663731"
"Ludwigia octovalvis";"Ofu";"Samoa";0,25;"0";"Onagraceae";"Myrtales";"glonpier";0,5;"Ludwigia octocalvis (Jacq.) Raven";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,150";"-14.172184";"-169.663731"
"Passiflora foetida";"Ofu";"Samoa";0,167;"0";"Passifloraceae";"Malpighiales";"glonpier";1;"Passiflora foetida L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,208,79";"-14.172184";"-169.663731"
"Polygala paniculata";"Ofu";"Samoa";0,167;"0";"Polygalaceae";"Fabales";"glonpier";0,5;"Polygala paniculata L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,446,6159";"-14.172184";"-169.663731"
"Portulaca oleracea";"Ofu";"Samoa";0;"0";"Portulacaceae";"Caryophyllales";"glonpier";0;"Portulaca oleracea L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Morinda citrifolia";"Ofu";"Samoa";1;"0";"Rubiaceae";"Gentianales";"glon";0;"Morinda citrifolia L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Spermacoce rubescens";"Ofu";"Samoa";0;"0";"Rubiaceae";"Gentianales";"glon";0;"Spermacoce assurgens Ruiz and Pavon";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Physalis angulata";"Ofu";"Samoa";0;"0";"Solanaceae";"Solanales";"glonpier";0;"Physalis angulata L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Triumfetta rhomboidea";"Ofu";"Samoa";0,167;"0";"Sparrmanniaceae";"Malvales";"glonpier";1;"Triumfetta rhomboidea Jacq.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,208,79";"-14.172184";"-169.663731"
"Premna serratifolia";"Ofu";"Samoa";0;"0";"Lamiaceae";"Lamiales";"glon";0;"Premna serratifolia L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Stachytarpheta urticifolia";"Ofu";"Samoa";0;"0";"Verbenaceae";"Lamiales";"glon";0;"Stachytarpheta urticaefolia (Salisb.) Sims";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Amorphophallus paeoniifolius";"Ofu";"Samoa";0;"0";"Araceae";"Alismatales";"glon";0;"Amorphophallus paeoniifolius (Dennst.) Nicholson";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Canna indica";"Ofu";"Samoa";0,167;"0";"Cannaceae";"Zingiberales";"glonpier";0,5;"Canna indica L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,208,79";"-14.172184";"-169.663731"
"Commelina diffusa";"Ofu";"Samoa";0;"0";"Commelinaceae";"Commelinales";"glonpier";0;"Commelina diffusa Burm.f.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Fimbristylis dichotoma";"Ofu";"Samoa";0;"0";"Cyperaceae";"Poales";"glon";0;"Fimbristylis dichotoma (L.) Vahl";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Kyllinga nemoralis";"Ofu";"Samoa";0;"0";"Cyperaceae";"Poales";"glonpier";0;"Kyllinga nemoralis (Forst.) Dandy ex Hutch. & Dalziel";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Dioscorea bulbifera";"Ofu";"Samoa";0,333;"0";"Dioscoreaceae";"Dioscoreales";"glonpier";0,5;"Dioscorea bulbifera L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,150,80,446,3117,3118";"-14.172184";"-169.663731"
"Axonopus compressus";"Ofu";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Axonopus compressus (Sw.) Beauv.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Urochloa glumaris";"Ofu";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Brachiaria paspaloides (Presl) C.E.Hubb.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Cenchrus echinatus";"Ofu";"Samoa";0,286;"0";"Poaceae";"Poales";"glonpier";1;"Cenchrus echinatus L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,208,79,80,446,1764,1765";"-14.172184";"-169.663731"
"Chloris barbata";"Ofu";"Samoa";0,167;"0";"Poaceae";"Poales";"glonpier";0,5;"Chloris barbata (L.) Sw.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,446,2059";"-14.172184";"-169.663731"
"Cyrtococcum oxyphyllum";"Ofu";"Samoa";0,75;"0";"Poaceae";"Poales";"glonpier";0,5;"Cyrtococcum oxyphyllum Stapf";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,79";"-14.172184";"-169.663731"
"Dactyloctenium aegyptium";"Ofu";"Samoa";0,167;"0";"Poaceae";"Poales";"glonpier";0,5;"Dactyloctenium aegyptium (L.) Willd.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,446,2857";"-14.172184";"-169.663731"
"Digitaria ciliaris";"Ofu";"Samoa";0,2;"0";"Poaceae";"Poales";"glonpier";1;"Digitaria ciliaris (Retz.) Koel.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,208,79,446,3044";"-14.172184";"-169.663731"
"Digitaria horizontalis";"Ofu";"Samoa";0,25;"0";"Poaceae";"Poales";"glonpier";0,5;"Digitaria horizontalis Willd.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,74";"-14.172184";"-169.663731"
"Digitaria radicosa";"Ofu";"Samoa";0;"0";"Poaceae";"Poales";"glon";0;"Digitaria radicosa (Presl) Miq.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Eleusine indica";"Ofu";"Samoa";0,278;"0";"Poaceae";"Poales";"glonpier";1;"Eleusine indica (L.) Gaertn.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,208,79,80,446,3380,3381,3382,3383";"-14.172184";"-169.663731"
"Eragrostis amabilis";"Ofu";"Samoa";0,25;"0";"Poaceae";"Poales";"glonpier";0,5;"Eragrostis tenella (L.) Beauv. ex Roemer & Schultes";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,79,446,3552";"-14.172184";"-169.663731"
"Eriochloa procera";"Ofu";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Eriochloa procera (Retz.) C.E.Hubb.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Oplismenus hirtellus";"Ofu";"Samoa";0,25;"0";"Poaceae";"Poales";"glonpier";0,5;"Oplismenus hirtellus (L.) Beauv.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,79";"-14.172184";"-169.663731"
"Paspalum conjugatum";"Ofu";"Samoa";0,333;"0";"Poaceae";"Poales";"glonpier";1;"Paspalum conjugatum Bergius";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,208,150,79,80,5486";"-14.172184";"-169.663731"
"Paspalum setaceum";"Ofu";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Paspalum setaceum Michx.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Sporobolus diandrus";"Ofu";"Samoa";0;"0";"Poaceae";"Poales";"glon";0;"Sporobolus diander (Retz.) P.Beauv.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Zoysia tenuifolia";"Ofu";"Samoa";0;"0";"Poaceae";"Poales";"glon";0;"Zoysia tenuifolia Willd. ex Trin.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Tacca leontopetaloides";"Ofu";"Samoa";1;"0";"Taccaceae";"Dioscoreales";"glon";0;"Tacca leontopetaloides (L.) Kuntze";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Zingiber zerumbet";"Ofu";"Samoa";0;"0";"Zingiberaceae";"Zingiberales";"glon";0;"Zingiber zerumbet (L.) Smith";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Schizostachyum glaucifolium";"Ofu";"Samoa";0;"0";"Poaceae";"Poales";"glon";0;"Schizostachyum glaucifolium (Rupr.) Munro";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Ageratum conyzoides";"Ofu";"Samoa";0,333;"0";"Asteraceae";"Asterales";"glonpier";0,5;"Ageratum conyzoides L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,79,80";"-14.172184";"-169.663731"
"Crassocephalum crepidioides";"Ofu";"Samoa";0,167;"0";"Asteraceae";"Asterales";"glonpier";1;"Crassocephalum crepidioides (Benth.) S.Moore";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,208,79";"-14.172184";"-169.663731"
"Eleutheranthera ruderalis";"Ofu";"Samoa";0,25;"0";"Asteraceae";"Asterales";"glonpier";0,5;"Eleutheranthera ruderalis (Sw.) Schultz-Bip.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,3532";"-14.172184";"-169.663731"
"Synedrella nodiflora";"Ofu";"Samoa";0,25;"0";"Asteraceae";"Asterales";"glonpier";0,5;"Synedrella nodiflora (L.) Gaertn.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,79,446,7322";"-14.172184";"-169.663731"
"Parinari insularum";"Ofu";"Samoa";0;"0";"Chrysobalanaceae";"Malpighiales";"glon";0;"Parinari insularum A.Gray";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Terminalia catappa";"Ofu";"Samoa";1;"0";"Combretaceae";"Myrtales";"glon";0;"Terminalia catappa L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Stictocardia tiliifolia";"Ofu";"Samoa";0,333;"0";"Convolvulaceae";"Solanales";"glonpier";0,5;"Stictocardia tiliifolia (Desr.) Hall.f.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,79,80";"-14.172184";"-169.663731"
"Cucumis melo";"Ofu";"Samoa";0;"0";"Cucurbitaceae";"Cucurbitales";"glon";0;"Cucumis melo L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
"Aleurites moluccanus";"Ofu";"Samoa";0,375;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Aleurites moluccana (L.) Willd.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,150,80,582";"-14.172184";"-169.663731"
"Euphorbia heterophylla";"Ofu";"Samoa";0,25;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Euphorbia cyathophora Murray";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,79";"-14.172184";"-169.663731"
"Desmodium heterocarpon";"Ofu";"Samoa";0,667;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Desmodium heterocarpon (L.) DC. var. strigosum V.Meeuw.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,79,80";"-14.172184";"-169.663731"
"Senna alata";"Ofu";"Samoa";0;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Senna alata (L.) Roxb.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,208,446";"-14.172184";"-169.663731"
"Urena lobata";"Ofu";"Samoa";0,333;"0";"Malvaceae";"Malvales";"glonpier";1;"Urena lobata L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,208,79,80,7891,7892";"-14.172184";"-169.663731"
"Clidemia hirta";"Ofu";"Samoa";0;"0";"Melastomataceae";"Myrtales";"glonpier";1;"Clidemia hierta (L.) D.Don";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1,208";"-14.172184";"-169.663731"
"Syzygium samarangense";"Ofu";"Samoa";1;"0";"Myrtaceae";"Myrtales";"glon";0;"Syzygium samarangense (Bl.) Merr. & Perry";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"1";"-14.172184";"-169.663731"
