"";"species";"island";"islandgroup";"nat_score";"cult_stat";"family";"order";"dataset";"inva_stat";"orginal_name";"reference";"sp_ar";"sp_is";"dataset_ar";"nat_score2";"inva_stat2";"refid"
"3910";"Eragrostis amabilis";"Aunu'u";"Samoa";0,279761904761905;"0";"Poaceae";"Poales";"glonpier";0;"Eragrostis tenella (L.) Beauv. ex Roemer & Schultes";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Eragrostis amabilis_Samoa";"Eragrostis amabilis_Aunu'u";"glonpier";0;0;"1"
"3911";"Eriochloa procera";"Aunu'u";"Samoa";0,15;"0";"Poaceae";"Poales";"glonpier";0;"Eriochloa procera (Retz.) C.E.Hubb.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Eriochloa procera_Samoa";"Eriochloa procera_Aunu'u";"glonpier";0;0;"1"
"3912";"Oplismenus hirtellus";"Aunu'u";"Samoa";0,1;"0";"Poaceae";"Poales";"glonpier";0;"Oplismenus hirtellus (L.) Beauv.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Oplismenus hirtellus_Samoa";"Oplismenus hirtellus_Aunu'u";"glonpier";0;0;"1"
"3913";"Paspalum conjugatum";"Aunu'u";"Samoa";0,290584415584416;"0";"Poaceae";"Poales";"glonpier";0,5;"Paspalum conjugatum Bergius";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Paspalum conjugatum_Samoa";"Paspalum conjugatum_Aunu'u";"glonpier";0,25;0;"1,150"
"3914";"Paspalum setaceum";"Aunu'u";"Samoa";0,125;"0";"Poaceae";"Poales";"glonpier";0;"Paspalum setaceum Michx.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Paspalum setaceum_Samoa";"Paspalum setaceum_Aunu'u";"glonpier";0;0;"1"
"3915";"Paspalum vaginatum";"Aunu'u";"Samoa";0,125;"0";"Poaceae";"Poales";"glonpier";0;"Paspalum vaginatum Sw.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Paspalum vaginatum_Samoa";"Paspalum vaginatum_Aunu'u";"glonpier";0;0;"1"
"3916";"Sporobolus diandrus";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glon";0;"Sporobolus diander (Retz.) P.Beauv.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Sporobolus diandrus_Samoa";"Sporobolus diandrus_Aunu'u";"glon";0;0;"1"
"3917";"Zoysia tenuifolia";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glon";0;"Zoysia tenuifolia Willd. ex Trin.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Zoysia tenuifolia_Samoa";"Zoysia tenuifolia_Aunu'u";"glon";0;0;"1"
"3918";"Eichhornia crassipes";"Aunu'u";"Samoa";0,0833333333333333;"0";"Pontederiaceae";"Commelinales";"glonpier";0;"Eichhornia crassipes (Mart.) Solms in DC.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Eichhornia crassipes_Samoa";"Eichhornia crassipes_Aunu'u";"glonpier";0;0;"1"
"3919";"Tacca leontopetaloides";"Aunu'u";"Samoa";1;"0";"Taccaceae";"Dioscoreales";"glon";0;"Tacca leontopetaloides (L.) Kuntze";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Tacca leontopetaloides_Samoa";"Tacca leontopetaloides_Aunu'u";"glon";1;0;"1"
"3920";"Zingiber zerumbet";"Aunu'u";"Samoa";0;"0";"Zingiberaceae";"Zingiberales";"glon";0;"Zingiber zerumbet (L.) Smith";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Zingiber zerumbet_Samoa";"Zingiber zerumbet_Aunu'u";"glon";0;0;"1"
"3921";"Amaranthus blitum";"Aunu'u";"Samoa";0,375;"0";"Amaranthaceae";"Caryophyllales";"glonpier";0;"Amaranthus lividus L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Amaranthus blitum_Samoa";"Amaranthus blitum_Aunu'u";"glonpier";0;0;"1"
"3922";"Paspalum fimbriatum";"Aunu'u";"Samoa";0,0833333333333333;"0";"Poaceae";"Poales";"glonpier";0;"Paspalum fimbriatum H.B.K.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Paspalum fimbriatum_Samoa";"Paspalum fimbriatum_Aunu'u";"glonpier";0;0;"1"
"3923";"Schizostachyum glaucifolium";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glon";0;"Schizostachyum glaucifolium (Rupr.) Munro";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Schizostachyum glaucifolium_Samoa";"Schizostachyum glaucifolium_Aunu'u";"glon";0;0;"1"
"3993";"Ageratum conyzoides";"Ofu";"Samoa";0,178571428571429;"0";"Asteraceae";"Asterales";"glonpier";0,5;"Ageratum conyzoides L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Ageratum conyzoides_Samoa";"Ageratum conyzoides_Ofu";"glonpier";0,333333333333333;0;"1,79,80"
"3994";"Crassocephalum crepidioides";"Ofu";"Samoa";0,0666666666666667;"0";"Asteraceae";"Asterales";"glonpier";1;"Crassocephalum crepidioides (Benth.) S.Moore";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Crassocephalum crepidioides_Samoa";"Crassocephalum crepidioides_Ofu";"glonpier";0,166666666666667;0;"1,208,79"
"3995";"Eleutheranthera ruderalis";"Ofu";"Samoa";0,395833333333333;"0";"Asteraceae";"Asterales";"glonpier";0,5;"Eleutheranthera ruderalis (Sw.) Schultz-Bip.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Eleutheranthera ruderalis_Samoa";"Eleutheranthera ruderalis_Ofu";"glonpier";0,25;0;"1,3532"
"3996";"Synedrella nodiflora";"Ofu";"Samoa";0,140625;"0";"Asteraceae";"Asterales";"glonpier";0,5;"Synedrella nodiflora (L.) Gaertn.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Synedrella nodiflora_Samoa";"Synedrella nodiflora_Ofu";"glonpier";0,25;0;"1,79,446,7322"
"3998";"Parinari insularum";"Ofu";"Samoa";0;"0";"Chrysobalanaceae";"Malpighiales";"glon";0;"Parinari insularum A.Gray";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Parinari insularum_Samoa";"Parinari insularum_Ofu";"glon";0;0;"1"
"3999";"Terminalia catappa";"Ofu";"Samoa";1;"0";"Combretaceae";"Myrtales";"glon";0;"Terminalia catappa L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Terminalia catappa_Samoa";"Terminalia catappa_Ofu";"glon";1;0;"1"
"4000";"Stictocardia tiliifolia";"Ofu";"Samoa";0,0972222222222222;"0";"Convolvulaceae";"Solanales";"glonpier";0,5;"Stictocardia tiliifolia (Desr.) Hall.f.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Stictocardia tiliifolia_Samoa";"Stictocardia tiliifolia_Ofu";"glonpier";0,333333333333333;0;"1,79,80"
"4001";"Cucumis melo";"Ofu";"Samoa";0;"0";"Cucurbitaceae";"Cucurbitales";"glon";0;"Cucumis melo L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Cucumis melo_Samoa";"Cucumis melo_Ofu";"glon";0;0;"1"
"4002";"Aleurites moluccanus";"Ofu";"Samoa";0,363888888888889;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Aleurites moluccana (L.) Willd.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Aleurites moluccanus_Samoa";"Aleurites moluccanus_Ofu";"glonpier";0,375;0;"1,150,80,582"
"4003";"Euphorbia heterophylla";"Ofu";"Samoa";0,333333333333333;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Euphorbia cyathophora Murray";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Euphorbia heterophylla_Samoa";"Euphorbia heterophylla_Ofu";"glonpier";0,25;0;"1,79"
"4005";"Desmodium heterocarpon";"Ofu";"Samoa";0,572916666666667;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Desmodium heterocarpon (L.) DC. var. strigosum V.Meeuw.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Desmodium heterocarpon_Samoa";"Desmodium heterocarpon_Ofu";"glonpier";0,666666666666667;0;"1,79,80"
"4006";"Senna alata";"Ofu";"Samoa";0,191666666666667;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Senna alata (L.) Roxb.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Senna alata_Samoa";"Senna alata_Ofu";"glonpier";0;0;"1,208,446"
"4007";"Urena lobata";"Ofu";"Samoa";0,363095238095238;"0";"Malvaceae";"Malvales";"glonpier";1;"Urena lobata L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Urena lobata_Samoa";"Urena lobata_Ofu";"glonpier";0,333333333333333;0;"1,208,79,80,7891,7892"
"4008";"Clidemia hirta";"Ofu";"Samoa";0,177579365079365;"0";"Melastomataceae";"Myrtales";"glonpier";1;"Clidemia hierta (L.) D.Don";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Clidemia hirta_Samoa";"Clidemia hirta_Ofu";"glonpier";0;0;"1,208"
"4009";"Syzygium samarangense";"Ofu";"Samoa";1;"0";"Myrtaceae";"Myrtales";"glon";0;"Syzygium samarangense (Bl.) Merr. & Perry";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Syzygium samarangense_Samoa";"Syzygium samarangense_Ofu";"glon";1;0;"1"
"4010";"Boerhavia repens";"Ofu";"Samoa";1;"0";"Nyctaginaceae";"Caryophyllales";"glon";0;"Boerhavia repens L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Boerhavia repens_Samoa";"Boerhavia repens_Ofu";"glon";1;0;"1"
"4011";"Oxalis corniculata";"Ofu";"Samoa";0,1875;"0";"Oxalidaceae";"Oxalidales";"glonpier";0,5;"Oxalis corniculata L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Oxalis corniculata_Samoa";"Oxalis corniculata_Ofu";"glonpier";0,166666666666667;0;"1,79,80"
"4012";"Spermacoce exilis";"Ofu";"Samoa";0;"0";"Rubiaceae";"Gentianales";"glonpier";0;"Spermacoce mauritiana Gideon";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Spermacoce exilis_Samoa";"Spermacoce exilis_Ofu";"glonpier";0;0;"1"
"4013";"Citrus hystrix";"Ofu";"Samoa";0;"0";"Rutaceae";"Sapindales";"glon";0;"Citrus macroptera Montr.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Citrus hystrix_Samoa";"Citrus hystrix_Ofu";"glon";0;0;"1"
"4014";"Euodia hortensis";"Ofu";"Samoa";0;"0";"Rutaceae";"Sapindales";"glon";0;"Euodia hortensis Forst.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Euodia hortensis_Samoa";"Euodia hortensis_Ofu";"glon";0;0;"1"
"4016";"Solanum americanum";"Ofu";"Samoa";0,7;"0";"Solanaceae";"Solanales";"glonpier";0,5;"Solanum americanum Mill.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Solanum americanum_Samoa";"Solanum americanum_Ofu";"glonpier";0,75;0;"1,79"
"4017";"Solanum viride";"Ofu";"Samoa";1;"0";"Solanaceae";"Solanales";"glon";0;"Solanum viride Forst.f. ex Spreng.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Solanum viride_Samoa";"Solanum viride_Ofu";"glon";1;0;"1"
"4018";"Laportea interrupta";"Ofu";"Samoa";0,402083333333333;"0";"Urticaceae";"Rosales";"glonpier";0,5;"Laportea interrupta (L.) Chew";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Laportea interrupta_Samoa";"Laportea interrupta_Ofu";"glonpier";0,333333333333333;0;"1,79,80"
"4019";"Pilea microphylla";"Ofu";"Samoa";0,319444444444444;"0";"Urticaceae";"Rosales";"glonpier";0,5;"Pilea microphylla (L.) Liebm.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Pilea microphylla_Samoa";"Pilea microphylla_Ofu";"glonpier";0,333333333333333;0;"1,210,79"
"4020";"Cyperus compressus";"Ofu";"Samoa";0,305555555555556;"0";"Cyperaceae";"Poales";"glonpier";0,5;"Cyperus compressus L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Cyperus compressus_Samoa";"Cyperus compressus_Ofu";"glonpier";0,333333333333333;0;"1,79,80"
"4021";"Cynodon dactylon";"Ofu";"Samoa";0,270833333333333;"0";"Poaceae";"Poales";"glonpier";0;"Cynodon dactylon (L.) Pers.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Cynodon dactylon_Samoa";"Cynodon dactylon_Ofu";"glonpier";0;0;"1"
"4022";"Digitaria henryi";"Ofu";"Samoa";0,125;"0";"Poaceae";"Poales";"glonpier";0,5;"Digitaria henryi Rendle";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Digitaria henryi_Samoa";"Digitaria henryi_Ofu";"glonpier";0,25;0;"1,80"
"4023";"Echinochloa colona";"Ofu";"Samoa";0,275;"0";"Poaceae";"Poales";"glonpier";0,5;"Echinochloa colona (L.) Link";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Echinochloa colona_Samoa";"Echinochloa colona_Ofu";"glonpier";0,166666666666667;0;"1,446,3177"
"4024";"Pennisetum purpureum";"Ofu";"Samoa";0,333333333333333;"0";"Poaceae";"Poales";"glonpier";0,5;"Pennisetum purpureum Schumacher";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Pennisetum purpureum_Samoa";"Pennisetum purpureum_Ofu";"glonpier";0,166666666666667;0;"1,446,5851"
"4025";"Adenostemma viscosum";"Ofu";"Samoa";1;"0";"Asteraceae";"Asterales";"glon";0;"Adenostemma viscosum Forst.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Adenostemma viscosum_Samoa";"Adenostemma viscosum_Ofu";"glon";1;0;"1"
"4026";"Leucas decemdentata";"Ofu";"Samoa";1;"0";"Lamiaceae";"Lamiales";"glon";0;"Leucas decemdentata (Forst.f.) Sm.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Leucas decemdentata_Samoa";"Leucas decemdentata_Ofu";"glon";1;0;"1"
"4027";"Clerodendrum buchananii";"Ofu";"Samoa";0;"0";"Lamiaceae";"Lamiales";"glon";0;"Clerodendrum buchananii (Roxb.) Walp. var. fallax (Lindl.) Bakh.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Clerodendrum buchananii_Samoa";"Clerodendrum buchananii_Ofu";"glon";0;0;"1"
"4030";"Amaranthus viridis";"Olosega";"Samoa";0,638888888888889;"0";"Amaranthaceae";"Caryophyllales";"glonpier";0,5;"Amaranthus viridis L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Amaranthus viridis_Samoa";"Amaranthus viridis_Olosega";"glonpier";0,75;0;"1,80"
"4068";"Canarium harveyi";"Olosega";"Samoa";0;"0";"Burseraceae";"Sapindales";"glon";0;"Canarium harveyi Seem.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Canarium harveyi_Samoa";"Canarium harveyi_Olosega";"glon";0;0;"1"
"4070";"Phyllanthus urinaria";"Olosega";"Samoa";0,270833333333333;"0";"Phyllanthaceae";"Malpighiales";"glonpier";0,5;"Phyllanthus urinaria L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Phyllanthus urinaria_Samoa";"Phyllanthus urinaria_Olosega";"glonpier";0,333333333333333;0;"1,210,79"
"4071";"Phyllanthus virgatus";"Olosega";"Samoa";0,777777777777778;"0";"Phyllanthaceae";"Malpighiales";"glonpier";0,5;"Phyllanthus virgatus Forst.f.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Phyllanthus virgatus_Samoa";"Phyllanthus virgatus_Olosega";"glonpier";0,666666666666667;0;"1,79,80"
"4072";"Oldenlandia corymbosa";"Olosega";"Samoa";0,208333333333333;"0";"Rubiaceae";"Gentianales";"glonpier";0;"Hedyotis corymbosa (L.) Lam.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Oldenlandia corymbosa_Samoa";"Oldenlandia corymbosa_Olosega";"glonpier";0;0;"1"
"4073";"Clerodendrum chinense";"Olosega";"Samoa";0,188333333333333;"0";"Lamiaceae";"Lamiales";"glonpier";1;"Clerodendrum chinense (Osbeck) Mabberly";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Clerodendrum chinense_Samoa";"Clerodendrum chinense_Olosega";"glonpier";0,25;0;"1,208,79,2304"
"4074";"Adenanthera pavonina";"Swains";"Tokelau";0,166666666666667;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Adenanthera pavonina L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Adenanthera pavonina_Tokelau";"Adenanthera pavonina_Swains";"glonpier";0,166666666666667;0;"1,372,373"
"4075";"Sida rhombifolia";"Swains";"Tokelau";0;"0";"Malvaceae";"Malvales";"glonpier";1;"Sida rhombifolia L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Sida rhombifolia_Tokelau";"Sida rhombifolia_Swains";"glonpier";0;0;"1,372"
"4076";"Portulaca oleracea";"Swains";"Tokelau";0;"0";"Portulacaceae";"Caryophyllales";"glonpier";1;"Portulaca oleracea L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Portulaca oleracea_Tokelau";"Portulaca oleracea_Swains";"glonpier";0;0;"1,372"
"4077";"Morinda citrifolia";"Swains";"Tokelau";1;"0";"Rubiaceae";"Gentianales";"glon";0;"Morinda citrifolia L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Morinda citrifolia_Tokelau";"Morinda citrifolia_Swains";"glon";1;0;"1"
"4078";"Commelina diffusa";"Swains";"Tokelau";0,166666666666667;"0";"Commelinaceae";"Commelinales";"glonpier";1;"Commelina diffusa Burm.f.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Commelina diffusa_Tokelau";"Commelina diffusa_Swains";"glonpier";0,166666666666667;0;"1,372,2494"
"4079";"Kyllinga nemoralis";"Swains";"Tokelau";0,166666666666667;"0";"Cyperaceae";"Poales";"glonpier";1;"Kyllinga nemoralis (Forst.) Dandy ex Hutch. & Dalziel";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Kyllinga nemoralis_Tokelau";"Kyllinga nemoralis_Swains";"glonpier";0,166666666666667;0;"1,372,4761"
"4080";"Tacca leontopetaloides";"Swains";"Tokelau";1;"0";"Taccaceae";"Dioscoreales";"glon";0;"Tacca leontopetaloides (L.) Kuntze";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Tacca leontopetaloides_Tokelau";"Tacca leontopetaloides_Swains";"glon";1;0;"1"
"4081";"Paspalum vaginatum";"Swains";"Tokelau";0;"0";"Poaceae";"Poales";"glon";0;"Paspalum vaginatum Sw.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Paspalum vaginatum_Tokelau";"Paspalum vaginatum_Swains";"glon";0;0;"1"
"4082";"Cyanthillium cinereum";"Swains";"Tokelau";0;"0";"Asteraceae";"Asterales";"glonpier";1;"Vernonia cinerea (L.) Less.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Cyanthillium cinereum_Tokelau";"Cyanthillium cinereum_Swains";"glonpier";0;0;"1,372"
"4083";"Euphorbia hirta";"Swains";"Tokelau";0;"0";"Euphorbiaceae";"Malpighiales";"glonpier";1;"Chamaesyce hirta (L.) Millsp.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Euphorbia hirta_Tokelau";"Euphorbia hirta_Swains";"glonpier";0;0;"1,372"
"4084";"Euphorbia prostrata";"Swains";"Tokelau";0;"0";"Euphorbiaceae";"Malpighiales";"glonpier";1;"Chamaesyce prostrata (Ait.) Small";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Euphorbia prostrata_Tokelau";"Euphorbia prostrata_Swains";"glonpier";0;0;"1,372"
